method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s_a,sample_elapsed_s_b,total_elapsed_s,tts_s,success,tts_hit_s,mts_t_hit_s,target_e,bestE_sample,q10,q50,q90,K,seed_bestE,mts_bestE,mts_elapsed_s,mts_outer_iters,tau_dcqo_s,fast_outlier
DAQO,48,1612050,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7411500360012724,0.9641911029993935,1.0385292600003595,1.0385292600003595,1,1.0385119759994268,0.07432087300003332,24,40.0,72.0,120.0,240.0,16,40,24,0.07433815700096602,10,2.0067643902000416,1
DCQO,48,1612050,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9896011579985498,2.62624061400129,2.637782318999598,2.637782318999598,1,2.6377640620012244,0.011523447999934433,24,36.0,48.0,128.0,368.0,16,36,24,0.011541704998307978,2,2.0067643902000416,0
DAQO,49,1612067,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7439087420007127,1.0025449269996898,1.0244614660005027,1.0244614660005027,1,1.024446651999824,0.02190172500013432,24,40.0,72.0,128.0,256.0,16,32,24,0.021916539000812918,4,2.0067643902000416,1
DCQO,49,1612067,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9958377330003714,2.663199878999876,2.6947097089996532,2.6947097089996532,1,2.694688588000645,0.03148870900076872,24,28.0,44.0,120.0,416.0,16,28,24,0.03150982999977714,5,2.0067643902000416,0
DAQO,50,1612084,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7387978469996597,0.97359574300026,1.0030309049998323,1.0030309049998323,1,1.0030046709998715,0.02940892799961148,24,44.0,76.0,124.0,252.0,16,40,24,0.0294351619995723,4,2.0067643902000416,1
DCQO,50,1612084,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9877819150005962,2.695394882999608,2.6981634739986475,2.6981634739986475,1,2.695394882999608,0.0,24,24.0,48.0,144.0,396.0,16,24,24,0.0027685909990395885,1,2.0067643902000416,0
DAQO,51,1612101,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373471579994657,1.0836836479993508,1.095567595999455,1.095567595999455,1,1.0955449909997697,0.011861343000418856,24,40.0,56.0,132.0,228.0,16,40,24,0.011883948000104283,2,2.0067643902000416,1
DCQO,51,1612101,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9827904279991344,2.669356551999954,2.6921564979984396,2.6921564979984396,1,2.6921340099997906,0.02277745799983677,24,28.0,44.0,148.0,432.0,16,28,24,0.022799945998485782,3,2.0067643902000416,0
DAQO,52,1612118,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7312396859997534,0.9746712710002612,0.9884130580012425,0.9884130580012425,1,0.9883945470010076,0.01372327600074641,24,32.0,76.0,140.0,244.0,16,32,24,0.013741787000981276,2,2.0067643902000416,1
DCQO,52,1612118,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9991554070002167,2.667612425000698,2.6819848180020927,2.6819848180020927,1,2.6819615670010535,0.014349142000355641,24,28.0,40.0,152.0,432.0,16,28,24,0.014372393001394812,2,2.0067643902000416,0
DAQO,53,1612135,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7456858330006071,0.9917351860003691,1.0053011549989606,1.0053011549989606,1,1.0052830589993391,0.013547872998969979,24,52.0,72.0,124.0,300.0,16,52,24,0.013565968998591416,2,2.0067643902000416,1
DCQO,53,1612135,16,10,0.05,0.5,0.05,0.1,1.0,100,1.997158316000423,2.673090129999764,2.675814291998904,2.675814291998904,1,2.673090129999764,0.0,24,24.0,52.0,140.0,408.0,16,24,24,0.002724161999140051,1,2.0067643902000416,0
DAQO,54,1612152,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7454410169993935,0.9697148340001149,0.9970619510004326,0.9970619510004326,1,0.9970470720018056,0.027332238001690712,24,48.0,72.0,116.0,308.0,16,48,24,0.027347117000317667,4,2.0067643902000416,1
DCQO,54,1612152,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9868050490003952,2.7379710549994343,2.767323072999716,2.767323072999716,1,2.7672944059995643,0.02932335100013006,24,32.0,48.0,152.0,408.0,16,32,24,0.029352018000281532,4,2.0067643902000416,0
DAQO,55,1612169,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7360659999994823,0.9695965569990221,0.988768943998366,0.988768943998366,1,0.9887528939998447,0.019156337000822532,24,32.0,72.0,120.0,256.0,16,32,24,0.01917238699934387,3,2.0067643902000416,1
DCQO,55,1612169,16,10,0.05,0.5,0.05,0.1,1.0,100,1.986186076001104,2.6356683369995153,2.6637800379994587,2.6637800379994587,1,2.663763251997807,0.028094914998291642,24,36.0,44.0,160.0,396.0,16,36,24,0.028111700999943423,3,2.0067643902000416,0
DAQO,56,1612186,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7412688079984946,0.9936693380004726,1.0072638650017325,1.0072638650017325,1,1.0072328310016019,0.013563493001129245,24,32.0,68.0,112.0,280.0,16,32,24,0.013594527001259848,2,2.0067643902000416,1
DCQO,56,1612186,16,10,0.05,0.5,0.05,0.1,1.0,100,1.992618787999163,2.6924318870005663,2.6992977160007285,2.6992977160007285,1,2.6924318870005663,0.0,24,24.0,48.0,156.0,396.0,16,24,24,0.0068658290001621936,1,2.0067643902000416,0
DAQO,57,1612203,16,10,0.05,0.5,0.05,0.0,1.0,100,0.739307904999805,1.0249154880002607,1.0341577060007694,1.0341577060007694,1,1.0341400480010634,0.00922456000080274,24,36.0,68.0,120.0,228.0,16,36,24,0.009242218000508728,2,2.0067643902000416,1
DCQO,57,1612203,16,10,0.05,0.5,0.05,0.1,1.0,100,2.000773626999944,2.7783757889992557,2.7877149420000933,2.7877149420000933,1,2.787686619998567,0.009310830999311293,24,36.0,52.0,140.0,416.0,16,36,24,0.009339153000837541,2,2.0067643902000416,0
DAQO,58,1612220,16,10,0.05,0.5,0.05,0.0,1.0,100,0.740573929000675,1.0169652969998424,1.0368850960003329,1.0368850960003329,1,1.0368582379996951,0.019892940999852726,24,32.0,64.0,124.0,264.0,16,32,24,0.019919799000490457,3,2.0067643902000416,1
DCQO,58,1612220,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9855674249993172,2.7301582639993285,2.750162131998877,2.750162131998877,1,2.7501443269993615,0.019986063000033027,24,28.0,48.0,152.0,408.0,16,28,24,0.020003867999548675,3,2.0067643902000416,0
DAQO,59,1612237,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373782669983484,1.1231909210000595,1.1441508330008219,1.1441508330008219,1,1.1441310230002273,0.020940102000167826,24,48.0,72.0,132.0,324.0,16,48,24,0.020959912000762415,3,2.0067643902000416,1
DCQO,59,1612237,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9865118180005084,2.797658761999628,2.807711293999091,2.807711293999091,1,2.8076923539993004,0.010033591999672353,24,32.0,48.0,156.0,440.0,16,32,24,0.010052531999463099,2,2.0067643902000416,0
DAQO,60,1612254,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7409406269998726,0.9863616929997079,1.0090812680009549,1.0090812680009549,1,1.0090600819985411,0.022698388998833252,24,52.0,68.0,128.0,240.0,16,52,24,0.022719575001246994,3,2.0067643902000416,1
DCQO,60,1612254,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9947487429999455,2.6658639650013356,2.695180104001338,2.695180104001338,1,2.695143521001228,0.02927955599989218,24,32.0,44.0,144.0,512.0,16,32,24,0.029316139000002295,4,2.0067643902000416,0
DAQO,61,1612271,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373285640005633,0.9861747779996222,1.0140915239990136,1.0140915239990136,1,1.0140521550001722,0.02787737700055004,24,48.0,68.0,124.0,332.0,16,40,24,0.027916745999391424,4,2.0067643902000416,1
DCQO,61,1612271,16,10,0.05,0.5,0.05,0.1,1.0,100,2.006939921000594,2.698384558998441,2.746620816998984,2.746620816998984,1,2.746588044998134,0.04820348599969293,24,32.0,48.0,140.0,428.0,16,32,24,0.048236258000542875,6,2.0067643902000416,0
DAQO,62,1612288,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7372751110015088,0.9879942040006426,0.9980661240006157,0.9980661240006157,1,0.998047505001523,0.01005330100088031,24,40.0,64.0,124.0,308.0,16,40,24,0.010071919999973034,2,2.0067643902000416,1
DCQO,62,1612288,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9844937699999718,2.664969731999008,2.676004171000386,2.676004171000386,1,2.675965754999197,0.01099602300018887,24,32.0,44.0,144.0,432.0,16,32,24,0.011034439001377905,2,2.0067643902000416,0
DAQO,63,1612305,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7379931729992677,1.0013719359994866,1.0150518199989165,1.0150518199989165,1,1.0150312989990198,0.013659362999533187,24,36.0,64.0,116.0,220.0,16,36,24,0.013679883999429876,2,2.0067643902000416,1
DCQO,63,1612305,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9858840569995664,2.708200486000351,2.7219587979998323,2.7219587979998323,1,2.7219295780014363,0.013729092001085519,24,28.0,44.0,132.0,432.0,16,28,24,0.01375831199948152,2,2.0067643902000416,0
DAQO,64,1612322,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7361020870011998,0.9934757179998996,1.0290877469997213,1.0290877469997213,1,1.029062335999697,0.035586617999797454,24,52.0,76.0,132.0,252.0,16,52,24,0.03561202899982163,5,2.0067643902000416,1
DCQO,64,1612322,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9961113529989234,2.718163983001432,2.742971794001278,2.742971794001278,1,2.742943795001338,0.024779811999906087,24,36.0,48.0,132.0,408.0,16,36,24,0.02480781099984597,3,2.0067643902000416,0
DAQO,65,1612339,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7399832419996528,0.9702930059993378,0.9802008240003488,0.9802008240003488,1,0.9801747059991612,0.009881699999823468,24,48.0,68.0,128.0,336.0,16,48,24,0.009907818001011037,2,2.0067643902000416,1
DCQO,65,1612339,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0033800809997047,2.64021347400012,2.6500316510009725,2.6500316510009725,1,2.6500120380005683,0.009798564000448096,24,28.0,44.0,136.0,568.0,16,28,24,0.009818177000852302,2,2.0067643902000416,0
DAQO,66,1612356,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7367717799988895,0.9665608270006487,1.0044404820000636,1.0044404820000636,1,1.0044089300008636,0.037848103000214905,24,40.0,76.0,140.0,272.0,16,40,24,0.037879654999414925,5,2.0067643902000416,1
DCQO,66,1612356,16,10,0.05,0.5,0.05,0.1,1.0,100,1.987894765999954,2.705031298000904,2.7370879450008943,2.7370879450008943,1,2.7370613740004046,0.032030075999500696,24,32.0,48.0,128.0,396.0,16,32,24,0.032056646999990335,4,2.0067643902000416,0
DAQO,67,1612373,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7366050550008367,0.982682220001152,0.9967704540013074,0.9967704540013074,1,0.9967507430010301,0.014068522999878041,24,40.0,76.0,124.0,200.0,16,40,24,0.014088234000155353,2,2.0067643902000416,1
DCQO,67,1612373,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9869182309994358,2.9004564749993733,2.911654235998867,2.911654235998867,1,2.911624018999646,0.011167544000272756,24,32.0,48.0,132.0,432.0,16,32,24,0.011197760999493767,2,2.0067643902000416,0
DAQO,68,1612390,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7366096429996105,1.0433544059997075,1.0697439029991074,1.0697439029991074,1,1.0697128840001824,0.02635847800047486,24,40.0,72.0,120.0,228.0,16,40,24,0.026389496999399853,4,2.0067643902000416,1
DCQO,68,1612390,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9921582470014982,2.6851962549990276,2.6878410699991946,2.6878410699991946,1,2.6851962549990276,0.0,24,24.0,44.0,120.0,408.0,16,24,24,0.002644815000167,1,2.0067643902000416,0
DAQO,69,1612407,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7421278919991892,0.9963194300016767,1.0096138830012933,1.0096138830012933,1,1.0095851470014168,0.013265716999740107,24,40.0,76.0,128.0,260.0,16,36,24,0.013294452999616624,2,2.0067643902000416,1
DCQO,69,1612407,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0033176130000356,2.6986929300001066,2.7138474969997333,2.7138474969997333,1,2.71381587399992,0.015122943999813288,24,36.0,48.0,132.0,344.0,16,36,24,0.015154566999626695,2,2.0067643902000416,0
DAQO,70,1612424,16,10,0.05,0.5,0.05,0.0,1.0,100,0.738380202999906,0.9814049159995193,1.019777780998993,1.019777780998993,1,1.0197594569981447,0.03835454099862545,24,48.0,64.0,128.0,292.0,16,48,24,0.03837286499947368,5,2.0067643902000416,1
DCQO,70,1612424,16,10,0.05,0.5,0.05,0.1,1.0,100,1.983255689001453,2.7153370740015816,2.717794792000859,2.717794792000859,1,2.7153370740015816,0.0,24,24.0,48.0,152.0,560.0,16,24,24,0.00245771799927752,1,2.0067643902000416,0
DAQO,71,1612441,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7425244180012669,0.9766549970008782,0.9951144690021465,0.9951144690021465,1,0.9950823990002391,0.018427401999360882,24,56.0,76.0,128.0,252.0,16,52,24,0.018459472001268296,3,2.0067643902000416,1
DCQO,71,1612441,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9900557959990692,2.639160165999783,2.652372792999813,2.652372792999813,1,2.652353204000974,0.013193038001190871,24,36.0,56.0,148.0,396.0,16,36,24,0.013212627000029897,2,2.0067643902000416,0
DAQO,72,1612458,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7453360730014538,0.9670966320009029,0.9775961640025344,0.9775961640025344,1,0.9775779760002479,0.010481343999344972,24,52.0,80.0,128.0,272.0,16,52,24,0.01049953200163145,2,2.0067643902000416,1
DCQO,72,1612458,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9917616789989552,2.8358240420002403,2.8501333040003374,2.8501333040003374,1,2.8501110100005462,0.014286968000305933,24,28.0,48.0,148.0,480.0,16,28,24,0.014309262000097078,2,2.0067643902000416,0
DAQO,73,1612475,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7425996300007682,0.98872407700037,1.0292890450000414,1.0292890450000414,1,1.0292680629991082,0.04054398599873821,24,52.0,64.0,128.0,260.0,16,32,24,0.04056496799967135,4,2.0067643902000416,1
DCQO,73,1612475,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9998398089992406,2.7776042299992696,2.7990865140000096,2.7990865140000096,1,2.799064749999161,0.021460519999891403,24,28.0,48.0,136.0,416.0,16,28,24,0.021482284000740037,3,2.0067643902000416,0
DAQO,74,1612492,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7357751399995323,1.0385508239996852,1.0499323759995605,1.0499323759995605,1,1.049900631998753,0.011349807999067707,24,36.0,64.0,120.0,236.0,16,32,24,0.011381551999875228,2,2.0067643902000416,1
DCQO,74,1612492,16,10,0.05,0.5,0.05,0.1,1.0,100,1.986580218999734,2.7507679219997954,2.75965627900041,2.75965627900041,1,2.759628308000174,0.00886038600037864,24,40.0,56.0,156.0,396.0,16,32,24,0.008888357000614633,2,2.0067643902000416,0
DAQO,75,1612509,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7397371440001734,0.9663962819995504,0.9796385789995838,0.9796385789995838,1,0.9796030910001718,0.013206809000621433,24,48.0,80.0,128.0,264.0,16,48,24,0.013242297000033432,2,2.0067643902000416,1
DCQO,75,1612509,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9814633450005203,2.7010294049996446,2.703552225999374,2.703552225999374,1,2.7010294049996446,0.0,24,24.0,52.0,116.0,420.0,16,24,24,0.002522820999729447,1,2.0067643902000416,0
DAQO,76,1612526,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7464669780001714,0.9859303880002699,1.0181776079989504,1.0181776079989504,1,1.018158624001444,0.03222823600117408,24,32.0,64.0,124.0,248.0,16,32,24,0.03224721999868052,5,2.0067643902000416,1
DCQO,76,1612526,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9959238179999375,2.659194686000774,2.6617323830014357,2.6617323830014357,1,2.659194686000774,0.0,24,24.0,52.0,148.0,440.0,16,24,24,0.002537697000661865,1,2.0067643902000416,0
DAQO,77,1612543,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7370694589990308,1.0089666709991434,1.034666939998715,1.034666939998715,1,1.0346413259976543,0.02567465499851096,24,44.0,72.0,124.0,244.0,16,44,24,0.025700268999571563,4,2.0067643902000416,1
DCQO,77,1612543,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9984416370007239,2.6464133439985744,2.658884759997818,2.658884759997818,1,2.658853379998618,0.01244003600004362,24,32.0,44.0,156.0,420.0,16,32,24,0.012471415999243618,2,2.0067643902000416,0
DAQO,78,1612560,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7407706270005292,0.9692293360003532,0.9901447819993336,0.9901447819993336,1,0.9901270989994373,0.02089776299908408,24,40.0,68.0,132.0,264.0,16,40,24,0.02091544599898043,3,2.0067643902000416,1
DCQO,78,1612560,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9855119359999662,2.661087336999117,2.6834333179976966,2.6834333179976966,1,2.683405343997947,0.022318006998830242,24,32.0,48.0,140.0,408.0,16,32,24,0.022345980998579762,3,2.0067643902000416,0
DAQO,79,1612577,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7383326010003657,0.9894857079998474,1.0187053489989921,1.0187053489989921,1,1.0186776429982274,0.02919193499838002,24,32.0,72.0,116.0,260.0,16,32,24,0.029219640999144758,4,2.0067643902000416,1
DCQO,79,1612577,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9872861269996065,2.592207818001043,2.594397103001029,2.594397103001029,1,2.592207818001043,0.0,24,24.0,44.0,132.0,420.0,16,24,24,0.00218928499998583,1,2.0067643902000416,0
DAQO,80,1612594,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7551224979997642,0.7456868389999727,0.7616963930013299,0.7616963930013299,1,0.7616804150002281,0.015993576000255416,24,48.0,68.0,120.0,252.0,16,48,24,0.016009554001357174,3,2.0067643902000416,1
DCQO,80,1612594,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9942882849991292,2.0158751830003894,2.039623919001315,2.039623919001315,1,2.039609946999917,0.023734763999527786,24,32.0,48.0,124.0,568.0,16,32,24,0.02374873600092542,5,2.0067643902000416,0
DAQO,81,1612611,16,10,0.05,0.5,0.05,0.0,1.0,100,0.739698846000465,0.7411725399997522,0.767125282998677,0.767125282998677,1,0.7671096949979983,0.025937154998246115,24,36.0,72.0,124.0,264.0,16,36,24,0.025952742998924805,5,2.0067643902000416,1
DCQO,81,1612611,16,10,0.05,0.5,0.05,0.1,1.0,100,2.006174563000968,2.017281409998759,2.0461295419991075,2.0461295419991075,1,2.0461179239991907,0.028836514000431634,24,32.0,48.0,136.0,432.0,16,32,24,0.028848132000348414,6,2.0067643902000416,0
DAQO,82,1612628,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7374827539988473,0.7501542499994684,0.7601899419987603,0.7601899419987603,1,0.7601758159999008,0.010021566000432358,24,48.0,76.0,120.0,272.0,16,48,24,0.010035691999291885,2,2.0067643902000416,1
DCQO,82,1612628,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9833061440003803,1.987405691999811,1.9895386270000017,1.9895386270000017,1,1.987405691999811,0.0,24,24.0,48.0,160.0,396.0,16,24,24,0.0021329350001906278,1,2.0067643902000416,1
DAQO,83,1612645,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7369225229995209,0.7429779750000307,0.7546543400003429,0.7546543400003429,1,0.7546257270005299,0.011647752000499167,24,48.0,76.0,128.0,344.0,16,48,24,0.011676365000312217,3,2.0067643902000416,1
DCQO,83,1612645,16,10,0.05,0.5,0.05,0.1,1.0,100,1.982726983998873,2.007381962999716,2.009534722999888,2.009534722999888,1,2.007381962999716,0.0,24,24.0,40.0,124.0,348.0,16,24,24,0.0021527600001718383,1,2.0067643902000416,0
DAQO,84,1612662,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7544511029991554,0.7422369599989906,0.757711197999015,0.757711197999015,1,0.75769869099895,0.0154617309999594,24,40.0,80.0,124.0,244.0,16,40,24,0.015474238000024343,3,2.0067643902000416,1
DCQO,84,1612662,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9933307530009188,1.999484971000129,2.006825865000792,2.006825865000792,1,2.0068117920000077,0.0073268209998786915,24,32.0,56.0,136.0,568.0,16,32,24,0.007340894000662956,2,2.0067643902000416,0
DAQO,85,1612679,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7523254179996002,0.7374440619987581,0.7516623709980195,0.7516623709980195,1,0.7516507219988853,0.014206660000127158,24,32.0,68.0,112.0,212.0,16,32,24,0.014218308999261353,3,2.0067643902000416,1
DCQO,85,1612679,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9948627260000649,2.0074146170009044,2.017519931001516,2.017519931001516,1,2.017505643001641,0.010091026000736747,24,32.0,52.0,144.0,396.0,16,32,24,0.010105314000611543,2,2.0067643902000416,0
DAQO,86,1612696,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7383438910001132,0.7498089000000618,0.7578536060009355,0.7578536060009355,1,0.7578397670004051,0.008030867000343278,24,40.0,60.0,128.0,288.0,16,40,24,0.008044706000873703,2,2.0067643902000416,1
DCQO,86,1612696,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9861220369984949,2.0057227430006606,2.0137526449998404,2.0137526449998404,1,2.013738765001108,0.008016022000447265,24,36.0,44.0,128.0,412.0,16,36,24,0.008029901999179856,2,2.0067643902000416,0
DAQO,87,1612713,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7396716189996368,0.7404152889994293,0.7500484809988848,0.7500484809988848,1,0.7500351170001522,0.009619828000722919,24,56.0,76.0,112.0,240.0,16,56,24,0.009633191999455448,2,2.0067643902000416,1
DCQO,87,1612713,16,10,0.05,0.5,0.05,0.1,1.0,100,2.002965095998661,2.002900141000282,2.012334147000729,2.012334147000729,1,2.012318792001679,0.009418651001396938,24,28.0,44.0,128.0,416.0,16,28,24,0.00943400600044697,2,2.0067643902000416,0
DAQO,88,1612730,16,10,0.05,0.5,0.05,0.0,1.0,100,0.738133729000765,0.7466737089998787,0.7536507709992293,0.7536507709992293,1,0.7536376579992066,0.00696394899932784,24,36.0,64.0,120.0,240.0,16,36,24,0.006977061999350553,2,2.0067643902000416,1
DCQO,88,1612730,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9844037029997708,1.9997757479995926,2.001984237000215,2.001984237000215,1,1.9997757479995926,0.0,24,24.0,40.0,132.0,420.0,16,24,24,0.0022084890006226487,1,2.0067643902000416,1
DAQO,89,1612747,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7474212750003062,0.742398256999877,0.7524745579994487,0.7524745579994487,1,0.7524594780006737,0.01006122100079665,24,44.0,64.0,120.0,216.0,16,44,24,0.010076300999571686,2,2.0067643902000416,1
DCQO,89,1612747,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9940939219995926,2.0046026649997657,2.01374689000113,2.01374689000113,1,2.0137147729983553,0.009112107998589636,24,32.0,44.0,152.0,452.0,16,32,24,0.009144225001364248,2,2.0067643902000416,0
DAQO,90,1612764,16,10,0.05,0.5,0.05,0.0,1.0,100,0.740873938999357,0.7444834350008023,0.7546135669999785,0.7546135669999785,1,0.7545989290010766,0.010115494000274339,24,32.0,60.0,128.0,272.0,16,32,24,0.010130131999176228,2,2.0067643902000416,1
DCQO,90,1612764,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9845408229994064,2.012829774999773,2.0229649849989073,2.0229649849989073,1,2.0229505999996036,0.010120824999830802,24,28.0,48.0,116.0,332.0,16,28,24,0.010135209999134531,2,2.0067643902000416,0
DAQO,91,1612781,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7430252600006497,0.7430027490008797,0.7620512210014567,0.7620512210014567,1,0.7620395370013284,0.019036788000448723,24,32.0,60.0,128.0,280.0,16,32,24,0.01904847200057702,4,2.0067643902000416,1
DCQO,91,1612781,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9935889439984749,1.9942318169996724,2.033823638001195,2.033823638001195,1,2.033805774999564,0.03957395799989172,24,32.0,44.0,144.0,420.0,16,32,24,0.039591821001522476,8,2.0067643902000416,0
DAQO,92,1612798,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7368352550001873,0.7454876089996105,0.7740490669984865,0.7740490669984865,1,0.7740368869999656,0.028549278000355116,24,40.0,72.0,116.0,240.0,16,40,24,0.028561457998875994,6,2.0067643902000416,1
DCQO,92,1612798,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9868736700009322,2.0056267470008606,2.007766761000312,2.007766761000312,1,2.0056267470008606,0.0,24,24.0,48.0,144.0,372.0,16,24,24,0.0021400139994511846,1,2.0067643902000416,1
DAQO,93,1612815,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7406527769999229,0.7395826499996474,0.7624131089996808,0.7624131089996808,1,0.7624011749994679,0.02281852499982051,24,40.0,72.0,120.0,216.0,16,40,24,0.022830459000033443,5,2.0067643902000416,1
DCQO,93,1612815,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9940250269992248,2.008939728999394,2.034705555997789,2.034705555997789,1,2.034693477999099,0.02575374899970484,24,32.0,48.0,144.0,540.0,16,32,24,0.025765826998394914,6,2.0067643902000416,0
DAQO,94,1612832,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7393567199997051,0.7474181299985503,0.7553068019988132,0.7553068019988132,1,0.755289125998388,0.00787099599983776,24,48.0,76.0,128.0,236.0,16,48,24,0.007888672000262886,2,2.0067643902000416,1
DCQO,94,1612832,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9820297319984093,2.0058544450002955,2.0159068209995894,2.0159068209995894,1,2.015892839001026,0.010038394000730477,24,32.0,52.0,164.0,396.0,16,32,24,0.010052375999293872,2,2.0067643902000416,0
DAQO,95,1612849,16,10,0.05,0.5,0.05,0.0,1.0,100,0.740678359001322,0.7412631579991285,0.7514129269984551,0.7514129269984551,1,0.7513999919992784,0.010136834000149975,24,40.0,64.0,128.0,224.0,16,40,24,0.010149768999326625,2,2.0067643902000416,1
DCQO,95,1612849,16,10,0.05,0.5,0.05,0.1,1.0,100,1.999918493000223,2.0088755579999997,2.018441869000526,2.018441869000526,1,2.018428433999361,0.009552875999361277,24,32.0,44.0,144.0,472.0,16,32,24,0.009566311000526184,2,2.0067643902000416,0
DAQO,96,1612866,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7412450649990205,0.7460876610002742,0.756143451000753,0.756143451000753,1,0.7561290320008993,0.010041371000625077,24,36.0,68.0,128.0,252.0,16,36,24,0.010055790000478737,2,2.0067643902000416,1
DCQO,96,1612866,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9974510390002251,2.0188847059998807,2.028986409999561,2.028986409999561,1,2.0289724139984173,0.010087707998536644,24,32.0,48.0,136.0,344.0,16,32,24,0.010101703999680467,2,2.0067643902000416,0
DAQO,97,1612883,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7386766700001317,0.7421923830006563,0.7494477889995323,0.7494477889995323,1,0.7494332419992134,0.007240858998557087,24,48.0,60.0,124.0,292.0,16,48,24,0.0072554059988760855,2,2.0067643902000416,1
DCQO,97,1612883,16,10,0.05,0.5,0.05,0.1,1.0,100,2.000248903001193,2.018390343999272,2.0256300789988018,2.0256300789988018,1,2.0256162509995193,0.007225907000247389,24,32.0,44.0,124.0,376.0,16,32,24,0.007239734999529901,2,2.0067643902000416,0
