method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s_a,sample_elapsed_s_b,total_elapsed_s,tts_s,success,tts_hit_s,mts_t_hit_s,target_e,bestE_sample,q10,q50,q90,K,seed_bestE,mts_bestE,mts_elapsed_s,mts_outer_iters,tau_dcqo_s,fast_outlier
DAQO,48,1812050,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2803506689997448,1.306954185001814,1.387452752001991,1.387452752001991,1,1.3874388380027085,0.08048465300089447,25,49.0,89.0,185.0,385.0,16,49,25,0.08049856700017699,12,3.3543693240384163,1
DCQO,48,1812050,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3275327400006063,3.3945928559987806,3.514432019997912,3.514432019997912,1,3.5144192469997506,0.11982639100097003,25,49.0,73.0,257.0,553.0,16,49,25,0.11983916399913142,17,3.3543693240384163,0
DAQO,49,1812067,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2906701570009318,1.3112001010013046,1.4153288640009123,1.4153288640009123,1,1.4153044830018189,0.1041043820005143,25,73.0,97.0,177.0,361.0,16,73,25,0.10412876299960772,14,3.3543693240384163,1
DCQO,49,1812067,18,10,0.05,0.5,0.05,0.1,1.0,100,3.310442244999649,3.378980980000051,3.4236295169976074,3.4236295169976074,1,3.4236160369982827,0.04463505699823145,25,49.0,73.0,201.0,521.0,16,49,25,0.04464853699755622,6,3.3543693240384163,0
DAQO,50,1812084,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2913937190005527,1.3041467439979897,1.325817796998308,1.325817796998308,1,1.3258062999993854,0.021659556001395686,25,57.0,97.0,169.0,385.0,16,57,25,0.021671053000318352,4,3.3543693240384163,1
DCQO,50,1812084,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3219409250013996,3.40313118999984,3.4605250009990414,3.4605250009990414,1,3.4605074169994623,0.057376226999622304,25,41.0,65.0,281.0,657.0,16,41,25,0.05739381099920138,9,3.3543693240384163,0
DAQO,51,1812101,18,10,0.05,0.5,0.05,0.0,1.0,100,1.283909391000634,1.307094218002021,1.3654801990014676,1.3654801990014676,1,1.3654656159997103,0.0583713979976892,25,57.0,97.0,177.0,353.0,16,57,25,0.058385980999446474,9,3.3543693240384163,1
DCQO,51,1812101,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3032702740001696,3.3443415710025874,3.4028833500015025,3.4028833500015025,1,3.4028701600000204,0.05852858899743296,25,49.0,65.0,217.0,553.0,16,49,25,0.058541778998915106,10,3.3543693240384163,0
DAQO,52,1812118,18,10,0.05,0.5,0.05,0.0,1.0,100,1.290249481000501,1.3176202760005253,1.3479076590010663,1.3479076590010663,1,1.347895132999838,0.03027485699931276,25,49.0,81.0,145.0,265.0,16,49,25,0.030287383000541013,4,3.3543693240384163,1
DCQO,52,1812118,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326776678999522,3.376311116000579,3.398174134999863,3.398174134999863,1,3.3981594420001784,0.021848325999599183,25,41.0,73.0,201.0,481.0,16,41,25,0.021863018999283668,3,3.3543693240384163,0
DAQO,53,1812135,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2858965579998767,1.3042895489998045,1.3418365520010411,1.3418365520010411,1,1.3418190040029003,0.03752945500309579,25,57.0,89.0,161.0,321.0,16,57,25,0.03754700300123659,5,3.3543693240384163,1
DCQO,53,1812135,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314050976001454,3.3530879829995683,3.3859726899972884,3.3859726899972884,1,3.38595797400194,0.032869991002371535,25,41.0,65.0,297.0,553.0,16,41,25,0.03288470699772006,5,3.3543693240384163,0
DAQO,54,1812152,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2844444399997883,1.3114762510012952,1.3334906070012948,1.3334906070012948,1,1.333473740000045,0.02199748899874976,25,57.0,97.0,177.0,321.0,16,57,25,0.02201435599999968,3,3.3543693240384163,1
DCQO,54,1812152,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3197750990002532,3.362548692999553,3.3649387910008954,3.3649387910008954,1,3.362548692999553,0.0,25,25.0,57.0,233.0,537.0,16,25,25,0.002390098001342267,1,3.3543693240384163,0
DAQO,55,1812169,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2893241719993966,1.305097628999647,1.366161623998778,1.366161623998778,1,1.366149925001082,0.061052296001435025,25,49.0,97.0,153.0,305.0,16,49,25,0.061063994999130955,9,3.3543693240384163,1
DCQO,55,1812169,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3145377179989737,3.3528322269994533,3.384993012998166,3.384993012998166,1,3.3849813349988835,0.03214910799943027,25,41.0,65.0,257.0,505.0,16,41,25,0.03216078599871253,5,3.3543693240384163,0
DAQO,56,1812186,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2812074219982605,1.3193607260000135,1.3619330450019334,1.3619330450019334,1,1.3619171589998587,0.04255643299984513,25,57.0,97.0,169.0,345.0,16,57,25,0.04257231900191982,6,3.3543693240384163,1
DCQO,56,1812186,18,10,0.05,0.5,0.05,0.1,1.0,100,3.308591503000571,3.3853771449976193,3.406723165000585,3.406723165000585,1,3.4067054469960567,0.021328301998437382,25,49.0,73.0,241.0,521.0,16,49,25,0.021346020002965815,3,3.3543693240384163,0
DAQO,57,1812203,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2933402250000654,1.3082578430003196,1.3234037420006644,1.3234037420006644,1,1.3233907380017627,0.015132895001443103,25,57.0,89.0,153.0,385.0,16,57,25,0.015145899000344798,3,3.3543693240384163,1
DCQO,57,1812203,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3107141070013313,3.3576914120021684,3.372355792002054,3.372355792002054,1,3.3723400000017136,0.01464858799954527,25,49.0,73.0,217.0,521.0,16,49,25,0.014664379999885568,3,3.3543693240384163,0
DAQO,58,1812220,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2915055470002699,1.30686586000229,1.3563577170025383,1.3563577170025383,1,1.3563453300012043,0.04947946999891428,25,49.0,81.0,153.0,321.0,16,49,25,0.049491857000248274,7,3.3543693240384163,1
DCQO,58,1812220,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3073791050010186,3.413521648002643,3.4504634879995137,3.4504634879995137,1,3.4504448950028745,0.03692324700023164,25,41.0,65.0,225.0,505.0,16,41,25,0.03694183999687084,6,3.3543693240384163,0
DAQO,59,1812237,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2989825690001453,1.313042375000805,1.3305619650018343,1.3305619650018343,1,1.330546866000077,0.017504490999272093,25,57.0,89.0,153.0,369.0,16,57,25,0.017519590001029428,3,3.3543693240384163,1
DCQO,59,1812237,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3303993539993826,3.377631447998283,3.3954962349962443,3.3954962349962443,1,3.3954772819961363,0.017845833997853333,25,41.0,65.0,241.0,553.0,16,41,25,0.017864786997961346,3,3.3543693240384163,0
DAQO,60,1812254,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2907364870006859,1.3174360769990017,1.412817583001015,1.412817583001015,1,1.412805797997862,0.09536972099886043,25,49.0,89.0,161.0,313.0,16,49,25,0.09538150600201334,15,3.3543693240384163,1
DCQO,60,1812254,18,10,0.05,0.5,0.05,0.1,1.0,100,3.313339573000121,3.397911052001291,3.5146935480006505,3.5146935480006505,1,3.5146774590029963,0.11676640700170537,25,41.0,65.0,161.0,481.0,16,41,25,0.11678249599935953,16,3.3543693240384163,0
DAQO,61,1812271,18,10,0.05,0.5,0.05,0.0,1.0,100,1.280873331001203,1.3212864339984662,1.3550232429988682,1.3550232429988682,1,1.3550082039982954,0.03372176999982912,25,57.0,89.0,177.0,329.0,16,57,25,0.03373680900040199,5,3.3543693240384163,1
DCQO,61,1812271,18,10,0.05,0.5,0.05,0.1,1.0,100,3.305179457000122,3.377290352000273,3.3981565900030546,3.3981565900030546,1,3.3981422319993726,0.020851879999099765,25,41.0,73.0,233.0,577.0,16,41,25,0.020866238002781756,3,3.3543693240384163,0
DAQO,62,1812288,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2910459520007862,1.3133496410009684,1.3866375270044955,1.3866375270044955,1,1.3866230380008346,0.07327339699986624,25,49.0,81.0,161.0,361.0,16,49,25,0.07328788600352709,11,3.3543693240384163,1
DCQO,62,1812288,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3197244869988936,3.4051207859993156,3.407486174997757,3.407486174997757,1,3.4051207859993156,0.0,25,25.0,65.0,225.0,577.0,16,25,25,0.002365388998441631,1,3.3543693240384163,0
DAQO,63,1812305,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2798463859999174,1.3161268020012358,1.3571906620018126,1.3571906620018126,1,1.3571783910010708,0.041051588999835076,25,73.0,105.0,169.0,329.0,16,33,25,0.041063860000576824,6,3.3543693240384163,1
DCQO,63,1812305,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3128107949996775,3.3418382890013163,3.365957182002603,3.365957182002603,1,3.3659446019992174,0.024106312997901114,25,41.0,57.0,161.0,489.0,16,33,25,0.02411889300128678,4,3.3543693240384163,0
DAQO,64,1812322,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2894075549993431,1.31461357200169,1.37583611700029,1.37583611700029,1,1.375824251001177,0.061210678999486845,25,73.0,89.0,161.0,345.0,16,73,25,0.061222544998599915,9,3.3543693240384163,1
DCQO,64,1812322,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3186825329994463,3.353187803997571,3.4008097469995846,3.4008097469995846,1,3.400794749995839,0.0476069459982682,25,41.0,81.0,233.0,553.0,16,41,25,0.04762194300201372,7,3.3543693240384163,0
DAQO,65,1812339,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2883626489983726,1.3127031449985225,1.324583049998182,1.324583049998182,1,1.3245643329973973,0.011861187998874811,25,57.0,89.0,161.0,353.0,16,57,25,0.01187990499965963,2,3.3543693240384163,1
DCQO,65,1812339,18,10,0.05,0.5,0.05,0.1,1.0,100,3.333558954000182,3.394482464998873,3.40623886299727,3.40623886299727,1,3.406220039996697,0.011737574997823685,25,41.0,65.0,169.0,561.0,16,41,25,0.011756397998397006,2,3.3543693240384163,0
DAQO,66,1812356,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2877198120004323,1.309611557997414,1.3307702259953658,1.3307702259953658,1,1.3307564469978388,0.021144889000424882,25,57.0,89.0,153.0,361.0,16,57,25,0.021158667997951852,4,3.3543693240384163,1
DCQO,66,1812356,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314109675000509,3.324574174999725,3.345574298997235,3.345574298997235,1,3.34556300499753,0.020988829997804714,25,41.0,89.0,217.0,577.0,16,41,25,0.021000123997509945,4,3.3543693240384163,1
DAQO,67,1812373,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2862676189997728,1.3186250629987626,1.3290062959968054,1.3290062959968054,1,1.3289919959970575,0.010366932998294942,25,73.0,113.0,169.0,313.0,16,73,25,0.010381232998042833,2,3.3543693240384163,1
DCQO,67,1812373,18,10,0.05,0.5,0.05,0.1,1.0,100,3.315789983000286,3.3529918549975264,3.401914409998426,3.401914409998426,1,3.401900469994871,0.04890861499734456,25,41.0,65.0,185.0,537.0,16,41,25,0.04892255500089959,7,3.3543693240384163,0
DAQO,68,1812390,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2875678510008584,1.306890215997555,1.4554807739987154,1.4554807739987154,1,1.4554683429960278,0.14857812699847273,25,57.0,97.0,161.0,361.0,16,57,25,0.1485905580011604,19,3.3543693240384163,1
DCQO,68,1812390,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3280913819999114,3.339202450002631,3.486418124004558,3.486418124004558,1,3.486404596002103,0.14720214599947212,25,41.0,81.0,257.0,521.0,16,41,25,0.14721567400192725,20,3.3543693240384163,0
DAQO,69,1812407,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2970875760001945,1.3195039830025053,1.471116016004089,1.471116016004089,1,1.4710980150011892,0.15159403199868393,25,41.0,81.0,145.0,297.0,16,41,25,0.15161203300158377,21,3.3543693240384163,1
DCQO,69,1812407,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3271603000011964,3.3614433340007963,3.379550642999675,3.379550642999675,1,3.3795379900038824,0.01809465600308613,25,41.0,57.0,201.0,521.0,16,41,25,0.01810730899887858,3,3.3543693240384163,0
DAQO,70,1812424,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2949591840006178,1.3202003680016787,1.3562207270006184,1.3562207270006184,1,1.3562054690046352,0.03600510100295651,25,49.0,97.0,161.0,321.0,16,49,25,0.03602035899893963,5,3.3543693240384163,1
DCQO,70,1812424,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3242979390015535,3.4036898170015775,3.4413513550025527,3.4413513550025527,1,3.441339232002065,0.03764941500048735,25,33.0,73.0,209.0,513.0,16,33,25,0.03766153800097527,5,3.3543693240384163,0
DAQO,71,1812441,18,10,0.05,0.5,0.05,0.0,1.0,100,1.289449832000173,1.305657566001173,1.3138605149979412,1.3138605149979412,1,1.3138467300013872,0.008189164000214078,25,49.0,97.0,169.0,305.0,16,49,25,0.0082029489967681,2,3.3543693240384163,1
DCQO,71,1812441,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3281891719998384,3.359975654999289,3.368317543001467,3.368317543001467,1,3.368300433998229,0.008324778998940019,25,33.0,65.0,257.0,553.0,16,33,25,0.008341888002178166,2,3.3543693240384163,0
DAQO,72,1812458,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871272299998964,1.3104648029984673,1.3200447419985721,1.3200447419985721,1,1.3200298599986127,0.009565057000145316,25,65.0,81.0,153.0,313.0,16,65,25,0.009579939000104787,2,3.3543693240384163,1
DCQO,72,1812458,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3158729859987943,3.411299401999713,3.4136465130031866,3.4136465130031866,1,3.411299401999713,0.0,25,25.0,65.0,257.0,545.0,16,25,25,0.002347111003473401,1,3.3543693240384163,0
DAQO,73,1812475,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3006524219999847,1.3105472610004654,1.3398550109995995,1.3398550109995995,1,1.3398429949993442,0.02929573399887886,25,57.0,97.0,161.0,329.0,16,57,25,0.029307749999134103,5,3.3543693240384163,1
DCQO,73,1812475,18,10,0.05,0.5,0.05,0.1,1.0,100,3.327832220000346,3.357501747999777,3.3860983759986993,3.3860983759986993,1,3.3860843180009397,0.02858257000116282,25,41.0,57.0,201.0,561.0,16,41,25,0.028596627998922486,5,3.3543693240384163,0
DAQO,74,1812492,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2828694049985643,1.3222154729992326,1.3877546439980506,1.3877546439980506,1,1.387740133995976,0.06552466099674348,25,65.0,81.0,145.0,321.0,16,65,25,0.06553917099881801,11,3.3543693240384163,1
DCQO,74,1812492,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3237730559994816,3.370188667999173,3.476748156001122,3.476748156001122,1,3.4767304389970377,0.10654177099786466,25,33.0,65.0,217.0,545.0,16,33,25,0.10655948800194892,16,3.3543693240384163,0
DAQO,75,1812509,18,10,0.05,0.5,0.05,0.0,1.0,100,1.293789265999294,1.308999766002671,1.4081899000047997,1.4081899000047997,1,1.4081770780030638,0.0991773120003927,25,57.0,97.0,169.0,329.0,16,57,25,0.09919013400212862,14,3.3543693240384163,1
DCQO,75,1812509,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3332067080009438,3.408096449998993,3.4557369209978788,3.4557369209978788,1,3.4557247800003097,0.0476283300013165,25,33.0,57.0,249.0,553.0,16,33,25,0.047640470998885576,6,3.3543693240384163,0
DAQO,76,1812526,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3001825390001613,1.3252511380014766,1.3334908569995605,1.3334908569995605,1,1.3334744040002988,0.008223265998822171,25,57.0,81.0,161.0,313.0,16,57,25,0.008239718998083845,2,3.3543693240384163,1
DCQO,76,1812526,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3165307069994014,3.383599076001701,3.3918213570032094,3.3918213570032094,1,3.3918068270031654,0.008207751001464203,25,41.0,57.0,193.0,553.0,16,41,25,0.008222281001508236,2,3.3543693240384163,0
DAQO,77,1812543,18,10,0.05,0.5,0.05,0.0,1.0,100,1.289043593000315,1.3028726789998473,1.3686569390010845,1.3686569390010845,1,1.368640681001125,0.06576800200127764,25,57.0,89.0,177.0,361.0,16,57,25,0.06578426000123727,9,3.3543693240384163,1
DCQO,77,1812543,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3236180820003938,3.396380203001172,3.537225471001875,3.537225471001875,1,3.5372129540010064,0.1408327509998344,25,33.0,57.0,201.0,569.0,16,33,25,0.14084526800070307,22,3.3543693240384163,0
DAQO,78,1812560,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2853680959997291,1.3062123500021698,1.3138173799998185,1.3138173799998185,1,1.313804200002778,0.007591850000608247,25,49.0,89.0,161.0,353.0,16,49,25,0.007605029997648671,2,3.3543693240384163,1
DCQO,78,1812560,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3454921649990865,3.4466805289994227,3.4563464940001722,3.4563464940001722,1,3.4563281199989433,0.009647590999520617,25,41.0,65.0,201.0,409.0,16,41,25,0.009665965000749566,2,3.3543693240384163,0
DAQO,79,1812577,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2864760590000515,1.3217562520003412,1.3645126099982008,1.3645126099982008,1,1.3645005210019008,0.04274426900155959,25,49.0,97.0,161.0,289.0,16,49,25,0.042756357997859595,7,3.3543693240384163,1
DCQO,79,1812577,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3138983549997647,3.3796297480002977,3.387827067002945,3.387827067002945,1,3.3878135070008284,0.0081837590005307,25,41.0,73.0,249.0,545.0,16,41,25,0.008197319002647419,2,3.3543693240384163,0
DAQO,80,1812594,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3021945740001684,1.3087510160003148,1.3609315540015814,1.3609315540015814,1,1.3609201940016646,0.05216917800134979,25,57.0,89.0,153.0,353.0,16,57,25,0.05218053800126654,7,3.3543693240384163,1
DCQO,80,1812594,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3164363839987345,3.43239831900064,3.443398342002183,3.443398342002183,1,3.4433804960026464,0.01098217700200621,25,41.0,73.0,217.0,561.0,16,41,25,0.011000023001543013,2,3.3543693240384163,0
DAQO,81,1812611,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2932419999997364,1.3115478530016844,1.3829657420028525,1.3829657420028525,1,1.3829469379998045,0.07139908499812009,25,57.0,81.0,169.0,353.0,16,57,25,0.07141788900116808,10,3.3543693240384163,1
DCQO,81,1812611,18,10,0.05,0.5,0.05,0.1,1.0,100,3.317246519998662,3.3775863199989544,3.449580889999197,3.449580889999197,1,3.4495674919999146,0.07198117200096021,25,57.0,81.0,217.0,489.0,16,57,25,0.07199457000024267,10,3.3543693240384163,0
DAQO,82,1812628,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2860153399997216,1.3065898010027013,1.3322815780011297,1.3322815780011297,1,1.3322694140006206,0.02567961299791932,25,49.0,81.0,161.0,289.0,16,49,25,0.025691776998428395,4,3.3543693240384163,1
DCQO,82,1812628,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3241594999999506,3.4042991110000003,3.434663276999345,3.434663276999345,1,3.434643316999427,0.030344205999426777,25,49.0,81.0,185.0,561.0,16,49,25,0.03036416599934455,4,3.3543693240384163,0
DAQO,83,1812645,18,10,0.05,0.5,0.05,0.0,1.0,100,1.28994312299983,1.3267779029993108,1.3575444509988301,1.3575444509988301,1,1.3575316899987229,0.030753786999412114,25,65.0,81.0,169.0,385.0,16,65,25,0.03076654799951939,5,3.3543693240384163,1
DCQO,83,1812645,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3180459030008933,3.3598697380002704,3.373831434000749,3.373831434000749,1,3.3738193230019533,0.013949585001682863,25,49.0,73.0,265.0,505.0,16,49,25,0.013961696000478696,3,3.3543693240384163,0
DAQO,84,1812662,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2877099819997966,1.3106897510006092,1.3314179740009422,1.3314179740009422,1,1.3314063830002851,0.020716631999675883,25,65.0,105.0,169.0,369.0,16,65,25,0.020728223000332946,3,3.3543693240384163,1
DCQO,84,1812662,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3355264870006067,3.3336971329990774,3.3819108919997234,3.3819108919997234,1,3.381898961000843,0.048201828001765534,25,41.0,73.0,249.0,585.0,16,41,25,0.04821375900064595,8,3.3543693240384163,0
DAQO,85,1812679,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2918776890001027,1.3197576370002935,1.3609030580009858,1.3609030580009858,1,1.3608852489996934,0.04112761199939996,25,65.0,97.0,161.0,353.0,16,65,25,0.041145421000692295,7,3.3543693240384163,1
DCQO,85,1812679,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3170543699998234,3.4171929080002883,3.431621420000738,3.431621420000738,1,3.4316047510001226,0.014411842999834334,25,33.0,73.0,217.0,561.0,16,33,25,0.0144285120004497,3,3.3543693240384163,0
DAQO,86,1812696,18,10,0.05,0.5,0.05,0.0,1.0,100,1.292212999000185,1.3057676739990711,1.3149688849989616,1.3149688849989616,1,1.3149548069995944,0.009187133000523318,25,57.0,97.0,177.0,393.0,16,57,25,0.009201210999890463,2,3.3543693240384163,1
DCQO,86,1812696,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3100461499998346,3.373885336000967,3.383073240001977,3.383073240001977,1,3.3830587420015945,0.009173406000627438,25,49.0,65.0,217.0,521.0,16,49,25,0.009187904001009883,2,3.3543693240384163,0
DAQO,87,1812713,18,10,0.05,0.5,0.05,0.0,1.0,100,1.282815225999002,1.3201246690005064,1.4126036710003973,1.4126036710003973,1,1.4125912070012419,0.09246653800073545,25,65.0,97.0,161.0,273.0,16,65,25,0.0924790019998909,13,3.3543693240384163,1
DCQO,87,1812713,18,10,0.05,0.5,0.05,0.1,1.0,100,3.324766208001165,3.382615483002155,3.39771936300167,3.39771936300167,1,3.397705503000907,0.015090019998751814,25,49.0,97.0,273.0,569.0,16,49,25,0.015103879999514902,3,3.3543693240384163,0
DAQO,88,1812730,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2965112419988145,1.3185474009987956,1.330674797998654,1.330674797998654,1,1.3306612000014866,0.01211379900269094,25,73.0,89.0,177.0,329.0,16,73,25,0.01212739699985832,2,3.3543693240384163,1
DCQO,88,1812730,18,10,0.05,0.5,0.05,0.1,1.0,100,3.327924390998305,3.3984826960004284,3.4319394570011355,3.4319394570011355,1,3.4319167159992503,0.033434019998821896,25,41.0,65.0,193.0,513.0,16,41,25,0.03345676100070705,6,3.3543693240384163,0
DAQO,89,1812747,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2947790430007444,1.3176596369994513,1.3888691749998543,1.3888691749998543,1,1.3888571730021795,0.07119753600272816,25,49.0,89.0,193.0,345.0,16,49,25,0.07120953800040297,11,3.3543693240384163,1
DCQO,89,1812747,18,10,0.05,0.5,0.05,0.1,1.0,100,3.312047547000475,3.409736133999104,3.5013693299988518,3.5013693299988518,1,3.501353150997602,0.091617016998498,25,33.0,73.0,257.0,569.0,16,33,25,0.09163319599974784,13,3.3543693240384163,0
DAQO,90,1812764,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871188450008049,1.3266097129999253,1.3549802640009148,1.3549802640009148,1,1.354966429000342,0.028356716000416782,25,57.0,97.0,177.0,329.0,16,57,25,0.028370551000989508,5,3.3543693240384163,1
DCQO,90,1812764,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326743281000745,3.344830505000573,3.373187921002682,3.373187921002682,1,3.3731752450003114,0.028344739999738522,25,41.0,73.0,201.0,577.0,16,41,25,0.02835741600210895,5,3.3543693240384163,0
DAQO,91,1812781,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2907334149986127,1.3178206709999358,1.3271790199978568,1.3271790199978568,1,1.3271653709998645,0.009344699999928707,25,57.0,81.0,161.0,337.0,16,57,25,0.009358348997920984,2,3.3543693240384163,1
DCQO,91,1812781,18,10,0.05,0.5,0.05,0.1,1.0,100,3.320637535998685,3.355676233997656,3.365007883996441,3.365007883996441,1,3.3649942419979197,0.009318008000263944,25,41.0,73.0,233.0,553.0,16,41,25,0.009331649998784997,2,3.3543693240384163,0
DAQO,92,1812798,18,10,0.05,0.5,0.05,0.0,1.0,100,1.287793793999299,1.3277097499994852,1.35292972300158,1.35292972300158,1,1.3529180369987444,0.025208286999259144,25,73.0,105.0,185.0,361.0,16,73,25,0.025219973002094775,4,3.3543693240384163,1
DCQO,92,1812798,18,10,0.05,0.5,0.05,0.1,1.0,100,3.325572010999167,3.343914394001331,3.3777683389998856,3.3777683389998856,1,3.377753262000624,0.03383886799929314,25,33.0,65.0,233.0,545.0,16,33,25,0.03385394499855465,5,3.3543693240384163,0
DAQO,93,1812815,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2876287460003368,1.3115648080020037,1.4208328670029005,1.4208328670029005,1,1.42082015699998,0.1092553489979764,25,49.0,73.0,153.0,369.0,16,49,25,0.10926805900089676,17,3.3543693240384163,1
DCQO,93,1812815,18,10,0.05,0.5,0.05,0.1,1.0,100,3.324616394000259,3.362688230998174,3.3734693539954606,3.3734693539954606,1,3.3734555789997103,0.010767348001536448,25,49.0,73.0,209.0,505.0,16,49,25,0.01078112299728673,2,3.3543693240384163,0
DAQO,94,1812832,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2873662120000517,1.3302849520005111,1.3424792849982623,1.3424792849982623,1,1.3424618320023,0.012176880001788959,25,65.0,81.0,153.0,337.0,16,65,25,0.01219433299775119,2,3.3543693240384163,1
DCQO,94,1812832,18,10,0.05,0.5,0.05,0.1,1.0,100,3.319370732000607,3.3712184359974344,3.4109246949956287,3.4109246949956287,1,3.4109108679986093,0.03969243200117489,25,33.0,73.0,249.0,545.0,16,33,25,0.039706258998194244,5,3.3543693240384163,0
DAQO,95,1812849,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2913491080016684,1.3121874450007454,1.3410514460010745,1.3410514460010745,1,1.341036442998302,0.02884899799755658,25,57.0,89.0,153.0,329.0,16,57,25,0.028864001000329154,4,3.3543693240384163,1
DCQO,95,1812849,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3167795589997695,3.3427129550000245,3.4347087210007885,3.4347087210007885,1,3.434696502998122,0.09198354799809749,25,49.0,81.0,217.0,553.0,16,49,25,0.09199576600076398,14,3.3543693240384163,0
DAQO,96,1812866,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2948025340010645,1.3252859029998945,1.3340941269998439,1.3340941269998439,1,1.334080577998975,0.008794674999080598,25,49.0,97.0,161.0,305.0,16,49,25,0.008808223999949405,2,3.3543693240384163,1
DCQO,96,1812866,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3093669850004517,3.3883161780031514,3.3971470890028286,3.3971470890028286,1,3.397130368000944,0.00881418999779271,25,33.0,57.0,185.0,521.0,16,33,25,0.008830910999677144,2,3.3543693240384163,0
DAQO,97,1812883,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2849155029998656,1.3111079219997919,1.350738368997554,1.350738368997554,1,1.350725386000704,0.03961746400091215,25,57.0,97.0,161.0,377.0,16,49,25,0.03963044699776219,6,3.3543693240384163,1
DCQO,97,1812883,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3209700409988727,3.347193925001193,3.3864917940009036,3.3864917940009036,1,3.386479557000712,0.039285631999518955,25,41.0,73.0,201.0,569.0,16,41,25,0.03929786899971077,6,3.3543693240384163,0
