method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s,shots_per_s,unique,bestE_sample,q10,q50,q90,status,error
RANDOM,6,1611336,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002489337999577401,40171.32266368663,nan,48.0,68.0,116.0,272.0,ok,
DAQO,7,1611353,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7371716339985142,135.65361903250005,100.0,36.0,68.0,128.0,324.0,ok,
DCQO,7,1611353,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9973918219984625,50.06528959347916,99.0,32.0,48.0,136.0,360.0,ok,
RANDOM,7,1611353,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002617747000840609,38200.788681216356,nan,32.0,56.0,108.0,172.0,ok,
DAQO,8,1611370,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7421200539993151,134.74908737622158,100.0,44.0,80.0,132.0,312.0,ok,
DCQO,8,1611370,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9951071230007074,50.122621911948606,99.0,32.0,52.0,196.0,480.0,ok,
RANDOM,8,1611370,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002410645000054501,41482.673723314365,nan,32.0,56.0,100.0,184.0,ok,
DAQO,9,1611387,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7389521509994665,135.32675947251175,99.0,36.0,64.0,112.0,272.0,ok,
DCQO,9,1611387,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9928916420012683,50.178342812246264,100.0,24.0,44.0,128.0,416.0,ok,
RANDOM,9,1611387,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024136399988492485,41431.19937011195,nan,40.0,60.0,100.0,188.0,ok,
DAQO,10,1611404,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7438489430005575,134.4358971548946,100.0,36.0,60.0,120.0,240.0,ok,
DCQO,10,1611404,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9956451280013425,50.10910937865538,100.0,32.0,52.0,152.0,396.0,ok,
RANDOM,10,1611404,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002475888999470044,40389.53281888028,nan,32.0,52.0,96.0,172.0,ok,
DAQO,11,1611421,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7376071229991794,135.5735280773736,100.0,36.0,72.0,128.0,224.0,ok,
DCQO,11,1611421,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9887484760001826,50.28287951280915,99.0,36.0,52.0,132.0,472.0,ok,
RANDOM,11,1611421,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024584689999755938,40675.721353815214,nan,40.0,56.0,104.0,176.0,ok,
DAQO,12,1611438,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7381544789986947,135.47299765172437,100.0,56.0,80.0,124.0,232.0,ok,
DCQO,12,1611438,16,10,0.05,0.5,0.05,0.1,1.0,100,1.995188359000167,50.1205811215299,100.0,36.0,44.0,160.0,432.0,ok,
RANDOM,12,1611438,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0026947309997922275,37109.45545500101,nan,36.0,60.0,100.0,172.0,ok,
DAQO,13,1611455,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7397196769998118,135.18634573245973,100.0,44.0,76.0,120.0,228.0,ok,
DCQO,13,1611455,16,10,0.05,0.5,0.05,0.1,1.0,100,2.001990503000343,49.95028690202676,99.0,24.0,52.0,164.0,512.0,ok,
RANDOM,13,1611455,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0027150940004503354,36831.13733204583,nan,36.0,60.0,108.0,204.0,ok,
DAQO,14,1611472,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7397362239989889,135.18332177840827,100.0,36.0,68.0,148.0,324.0,ok,
DCQO,14,1611472,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9911696660001326,50.22173735745999,99.0,24.0,44.0,152.0,452.0,ok,
RANDOM,14,1611472,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002420169999822974,41319.41144932571,nan,36.0,64.0,100.0,176.0,ok,
DAQO,15,1611489,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7417227440000715,134.82126685330599,100.0,36.0,68.0,112.0,248.0,ok,
DCQO,15,1611489,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9954483210003673,50.11405153798598,100.0,24.0,44.0,132.0,344.0,ok,
RANDOM,15,1611489,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002422651999950176,41277.0798290702,nan,40.0,56.0,104.0,176.0,ok,
DAQO,16,1611506,16,10,0.05,0.5,0.05,0.0,1.0,100,0.743131106999499,134.56575704893405,100.0,40.0,68.0,132.0,300.0,ok,
DCQO,16,1611506,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9953915789992607,50.11547660742987,100.0,24.0,44.0,152.0,420.0,ok,
RANDOM,16,1611506,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0025134679999609943,39785.66665720505,nan,40.0,60.0,104.0,180.0,ok,
DAQO,17,1611523,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7400469909989624,135.1265544165157,99.0,44.0,76.0,140.0,308.0,ok,
DCQO,17,1611523,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9932884289992217,50.168354235722624,99.0,36.0,52.0,136.0,420.0,ok,
RANDOM,17,1611523,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0026640399992174935,37536.97393033623,nan,44.0,64.0,100.0,184.0,ok,
DAQO,18,1611540,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7491999129997566,133.47572292100958,100.0,52.0,64.0,124.0,252.0,ok,
DCQO,18,1611540,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0081693470001483,49.79659715918999,99.0,32.0,44.0,156.0,540.0,ok,
RANDOM,18,1611540,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024093280007946305,41505.349195717055,nan,44.0,68.0,108.0,196.0,ok,
DAQO,19,1611557,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7415658150002855,134.84979751926875,99.0,44.0,64.0,116.0,208.0,ok,
DCQO,19,1611557,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9939624220005499,50.15139648402683,99.0,28.0,48.0,152.0,372.0,ok,
RANDOM,19,1611557,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002549797000028775,39218.80839881429,nan,40.0,56.0,108.0,192.0,ok,
DAQO,20,1611574,16,10,0.05,0.5,0.05,0.0,1.0,100,0.742046671000935,134.76241307721466,100.0,32.0,64.0,120.0,328.0,ok,
DCQO,20,1611574,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9945773130002635,50.13593574348792,100.0,32.0,44.0,128.0,348.0,ok,
RANDOM,20,1611574,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002553861999331275,39156.38355799368,nan,36.0,60.0,104.0,196.0,ok,
DAQO,21,1611591,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7433810599995923,134.52051092081206,100.0,48.0,68.0,120.0,252.0,ok,
DCQO,21,1611591,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9959048489999986,50.10258883338184,100.0,32.0,60.0,132.0,432.0,ok,
RANDOM,21,1611591,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0026574869989417493,37629.53498542852,nan,36.0,64.0,104.0,236.0,ok,
DAQO,22,1611608,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7445228239994321,134.31421680643638,100.0,48.0,68.0,120.0,272.0,ok,
DCQO,22,1611608,16,10,0.05,0.5,0.05,0.1,1.0,100,1.987434200998905,50.31613119555806,100.0,36.0,48.0,132.0,396.0,ok,
RANDOM,22,1611608,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002522025999496691,39650.661817109154,nan,32.0,60.0,100.0,196.0,ok,
DAQO,23,1611625,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7440509560001374,134.3993972369569,100.0,36.0,72.0,120.0,264.0,ok,
DCQO,23,1611625,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9965130700002192,50.08732549894553,100.0,32.0,48.0,144.0,416.0,ok,
RANDOM,23,1611625,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002579183001216734,38771.96769396543,nan,40.0,56.0,116.0,184.0,ok,
DAQO,24,1611642,16,10,0.05,0.5,0.05,0.0,1.0,100,0.738914310999462,135.33368959215193,100.0,48.0,76.0,128.0,260.0,ok,
DCQO,24,1611642,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9981108109986963,50.04727438015211,98.0,32.0,52.0,152.0,652.0,ok,
RANDOM,24,1611642,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002599067998744431,38475.33040624887,nan,44.0,60.0,108.0,204.0,ok,
DAQO,25,1611659,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7451009590004105,134.21000039263794,100.0,44.0,76.0,120.0,272.0,ok,
DCQO,25,1611659,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0058548460001475,49.854056089556465,97.0,24.0,40.0,160.0,440.0,ok,
RANDOM,25,1611659,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002461285999743268,40629.16703318136,nan,36.0,60.0,108.0,196.0,ok,
DAQO,26,1611676,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7399467150007695,135.14486647852206,100.0,40.0,72.0,120.0,316.0,ok,
DCQO,26,1611676,16,10,0.05,0.5,0.05,0.1,1.0,100,1.992081529000643,50.19874866776485,100.0,32.0,52.0,124.0,384.0,ok,
RANDOM,26,1611676,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024945210006990237,40087.85653517354,nan,28.0,60.0,104.0,180.0,ok,
DAQO,27,1611693,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7357260960015992,135.9201481957256,100.0,36.0,64.0,124.0,228.0,ok,
DCQO,27,1611693,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9906373409994558,50.2351673709648,98.0,36.0,44.0,120.0,568.0,ok,
RANDOM,27,1611693,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024794210003165063,40331.99686024869,nan,40.0,60.0,112.0,184.0,ok,
DAQO,28,1611710,16,10,0.05,0.5,0.05,0.0,1.0,100,0.742294416999357,134.71743517112645,100.0,44.0,64.0,112.0,272.0,ok,
DCQO,28,1611710,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9910436079990177,50.224917022535315,99.0,36.0,48.0,140.0,412.0,ok,
RANDOM,28,1611710,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0025361280004290165,39430.18648233993,nan,40.0,60.0,100.0,168.0,ok,
DAQO,29,1611727,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373892920004437,135.61357763782095,100.0,40.0,68.0,124.0,260.0,ok,
DCQO,29,1611727,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0027582200000325,49.93113946624989,100.0,28.0,48.0,188.0,540.0,ok,
RANDOM,29,1611727,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024449129996355623,40901.25088905248,nan,40.0,68.0,104.0,192.0,ok,
DAQO,30,1611744,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7405985450004664,135.02592014940703,100.0,24.0,76.0,128.0,248.0,ok,
DCQO,30,1611744,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9947852300010709,50.13071006142667,98.0,32.0,40.0,132.0,428.0,ok,
RANDOM,30,1611744,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024619910000183154,40617.53272016676,nan,36.0,60.0,108.0,196.0,ok,
DAQO,31,1611761,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7362396039989108,135.8253474233749,100.0,28.0,72.0,128.0,224.0,ok,
DCQO,31,1611761,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9939012189988716,50.15293588626699,99.0,28.0,52.0,152.0,408.0,ok,
RANDOM,31,1611761,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024737980002100812,40423.67242252914,nan,32.0,52.0,112.0,180.0,ok,
DAQO,32,1611778,16,10,0.05,0.5,0.05,0.0,1.0,100,0.741203225999925,134.91576465428136,100.0,36.0,64.0,128.0,268.0,ok,
DCQO,32,1611778,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9935411830010707,50.16199356837981,100.0,24.0,40.0,136.0,420.0,ok,
RANDOM,32,1611778,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002448192999509047,40846.452881800455,nan,36.0,60.0,100.0,228.0,ok,
DAQO,33,1611795,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7393488629986678,135.2541472700962,100.0,44.0,68.0,128.0,228.0,ok,
DCQO,33,1611795,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9943970919994172,50.14046620963947,100.0,32.0,44.0,136.0,420.0,ok,
RANDOM,33,1611795,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0026413390005473047,37859.58560384686,nan,36.0,60.0,100.0,212.0,ok,
DAQO,34,1611812,16,10,0.05,0.5,0.05,0.0,1.0,100,0.739598981999734,135.20840676337758,100.0,36.0,68.0,136.0,252.0,ok,
DCQO,34,1611812,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9858582470005786,50.356061491820505,99.0,32.0,52.0,188.0,540.0,ok,
RANDOM,34,1611812,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002605765001135296,38376.446055738474,nan,40.0,64.0,108.0,196.0,ok,
DAQO,35,1611829,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7418761829994764,134.7933823615828,100.0,44.0,72.0,136.0,348.0,ok,
DCQO,35,1611829,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9960636439991504,50.09860296821406,100.0,28.0,56.0,188.0,408.0,ok,
RANDOM,35,1611829,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024566069987486117,40706.55178094815,nan,36.0,60.0,108.0,196.0,ok,
DAQO,36,1611846,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7390650659999665,135.30608413306405,100.0,36.0,64.0,128.0,268.0,ok,
DCQO,36,1611846,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9934060780014988,50.165393345371754,99.0,24.0,44.0,128.0,408.0,ok,
RANDOM,36,1611846,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0027458929998829262,36418.0250302046,nan,32.0,56.0,100.0,180.0,ok,
DAQO,37,1611863,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7417635769998014,134.8138451398063,100.0,48.0,68.0,132.0,256.0,ok,
DCQO,37,1611863,16,10,0.05,0.5,0.05,0.1,1.0,100,2.000876481999512,49.978097548564406,100.0,28.0,44.0,144.0,432.0,ok,
RANDOM,37,1611863,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002461211999616353,40630.38861162213,nan,36.0,60.0,108.0,212.0,ok,
DAQO,38,1611880,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7364333379991876,135.7896157603206,100.0,52.0,76.0,144.0,324.0,ok,
DCQO,38,1611880,16,10,0.05,0.5,0.05,0.1,1.0,100,1.994648492000124,50.134146643414596,100.0,36.0,48.0,128.0,372.0,ok,
RANDOM,38,1611880,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024671209994266974,40533.074795779256,nan,24.0,56.0,116.0,244.0,ok,
DAQO,39,1611897,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373725599991303,135.61665489710919,100.0,36.0,64.0,112.0,232.0,ok,
DCQO,39,1611897,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9832287350000115,50.42282729934297,100.0,24.0,48.0,168.0,432.0,ok,
RANDOM,39,1611897,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024167980009224266,41377.06169975012,nan,32.0,64.0,104.0,224.0,ok,
DAQO,40,1611914,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7366811349984346,135.7439402872893,100.0,36.0,68.0,124.0,264.0,ok,
DCQO,40,1611914,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9914933130003192,50.21357558531957,99.0,36.0,44.0,140.0,480.0,ok,
RANDOM,40,1611914,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002580558000772726,38751.308813851836,nan,36.0,56.0,100.0,176.0,ok,
DAQO,41,1611931,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7421929590000218,134.73585108478113,100.0,36.0,64.0,112.0,260.0,ok,
DCQO,41,1611931,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0088122649995057,49.78065981692152,100.0,32.0,52.0,160.0,652.0,ok,
RANDOM,41,1611931,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002564514999903622,38993.727860339335,nan,36.0,64.0,112.0,184.0,ok,
DAQO,42,1611948,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7363628809998772,135.80260844247616,99.0,44.0,60.0,120.0,224.0,ok,
DCQO,42,1611948,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9921170019988494,50.197854794503556,100.0,24.0,48.0,156.0,512.0,ok,
RANDOM,42,1611948,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024467610001011053,40870.35881145228,nan,44.0,64.0,108.0,228.0,ok,
DAQO,43,1611965,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7432157270013704,134.55043585187158,100.0,40.0,72.0,128.0,324.0,ok,
DCQO,43,1611965,16,10,0.05,0.5,0.05,0.1,1.0,100,1.98964469099883,50.26023010661194,98.0,24.0,48.0,128.0,568.0,ok,
RANDOM,43,1611965,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002449575000355253,40823.40813630828,nan,40.0,56.0,108.0,184.0,ok,
DAQO,44,1611982,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7377418840005703,135.5487632852396,99.0,40.0,60.0,120.0,252.0,ok,
DCQO,44,1611982,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9772058089984057,50.576424338272126,100.0,28.0,44.0,152.0,392.0,ok,
RANDOM,44,1611982,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002422935000140569,41272.258642596025,nan,36.0,68.0,104.0,196.0,ok,
DAQO,45,1611999,16,10,0.05,0.5,0.05,0.0,1.0,100,0.74573775799945,134.0953960387691,100.0,36.0,72.0,132.0,236.0,ok,
DCQO,45,1611999,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9901046819995827,50.248613002369176,99.0,36.0,52.0,196.0,568.0,ok,
RANDOM,45,1611999,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024819400005071657,40291.0626282528,nan,48.0,68.0,108.0,192.0,ok,
DAQO,46,1612016,16,10,0.05,0.5,0.05,0.0,1.0,100,0.736636379000629,135.75218771528336,100.0,44.0,64.0,120.0,292.0,ok,
DCQO,46,1612016,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9903062989997125,50.24352284382458,100.0,36.0,44.0,140.0,384.0,ok,
RANDOM,46,1612016,16,10,0.05,0.5,0.05,0.0,1.0,100,0.00240967600075237,41499.35508706446,nan,48.0,60.0,104.0,212.0,ok,
DAQO,47,1612033,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7368401359999552,135.71464842138576,100.0,40.0,72.0,124.0,240.0,ok,
DCQO,47,1612033,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9804196959994442,50.494347335570055,100.0,32.0,40.0,120.0,364.0,ok,
RANDOM,47,1612033,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002403271000730456,41609.955751809,nan,40.0,52.0,108.0,220.0,ok,
DAQO,48,1612050,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7411500360012724,134.9254471328506,100.0,44.0,68.0,124.0,312.0,ok,
DCQO,48,1612050,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9896011579985498,50.261329813758024,99.0,32.0,52.0,148.0,472.0,ok,
RANDOM,48,1612050,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024317670013260795,41122.36079586099,nan,36.0,60.0,100.0,204.0,ok,
DAQO,49,1612067,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7439087420007127,134.42509054410897,100.0,44.0,76.0,132.0,296.0,ok,
DCQO,49,1612067,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9958377330003714,50.1042736824444,99.0,32.0,48.0,156.0,420.0,ok,
RANDOM,49,1612067,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002401601999736158,41638.872723701126,nan,36.0,60.0,112.0,196.0,ok,
DAQO,50,1612084,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7387978469996597,135.3550235779803,100.0,36.0,76.0,116.0,256.0,ok,
DCQO,50,1612084,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9877819150005962,50.307329614662486,100.0,28.0,44.0,148.0,652.0,ok,
RANDOM,50,1612084,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002430601000014576,41142.08790311545,nan,40.0,60.0,108.0,180.0,ok,
DAQO,51,1612101,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373471579994657,135.62132696261435,100.0,44.0,68.0,124.0,316.0,ok,
DCQO,51,1612101,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9827904279991344,50.43397354954533,99.0,24.0,44.0,128.0,396.0,ok,
RANDOM,51,1612101,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024344040011783363,41077.8161519602,nan,40.0,56.0,104.0,184.0,ok,
DAQO,52,1612118,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7312396859997534,136.75406561568064,99.0,32.0,64.0,132.0,248.0,ok,
DCQO,52,1612118,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9991554070002167,50.02112374547836,99.0,36.0,52.0,156.0,440.0,ok,
RANDOM,52,1612118,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002463550999891595,40591.81238967667,nan,24.0,48.0,88.0,168.0,ok,
DAQO,53,1612135,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7456858330006071,134.10473362167065,100.0,36.0,68.0,128.0,344.0,ok,
DCQO,53,1612135,16,10,0.05,0.5,0.05,0.1,1.0,100,1.997158316000423,50.071143183212136,98.0,36.0,44.0,140.0,396.0,ok,
RANDOM,53,1612135,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002423524001642363,41262.228033323554,nan,36.0,52.0,100.0,188.0,ok,
DAQO,54,1612152,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7454410169993935,134.1487759856946,100.0,44.0,88.0,140.0,268.0,ok,
DCQO,54,1612152,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9868050490003952,50.332064562807595,100.0,32.0,44.0,132.0,392.0,ok,
RANDOM,54,1612152,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024602249995950842,40646.6888258019,nan,40.0,52.0,96.0,188.0,ok,
DAQO,55,1612169,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7360659999994823,135.8573823543953,100.0,40.0,64.0,140.0,292.0,ok,
DCQO,55,1612169,16,10,0.05,0.5,0.05,0.1,1.0,100,1.986186076001104,50.34774999597994,99.0,32.0,52.0,132.0,480.0,ok,
RANDOM,55,1612169,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002432024999507121,41117.99838417212,nan,32.0,60.0,112.0,188.0,ok,
DAQO,56,1612186,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7412688079984946,134.90382830219275,100.0,32.0,68.0,128.0,264.0,ok,
DCQO,56,1612186,16,10,0.05,0.5,0.05,0.1,1.0,100,1.992618787999163,50.18521385137216,100.0,36.0,52.0,128.0,372.0,ok,
RANDOM,56,1612186,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024234640004578978,41263.2496216596,nan,36.0,56.0,96.0,200.0,ok,
DAQO,57,1612203,16,10,0.05,0.5,0.05,0.0,1.0,100,0.739307904999805,135.2616404122263,100.0,40.0,76.0,140.0,240.0,ok,
DCQO,57,1612203,16,10,0.05,0.5,0.05,0.1,1.0,100,2.000773626999944,49.980666803342864,99.0,36.0,48.0,132.0,428.0,ok,
RANDOM,57,1612203,16,10,0.05,0.5,0.05,0.0,1.0,100,0.00246445999982825,40576.840365422475,nan,28.0,52.0,92.0,184.0,ok,
DAQO,58,1612220,16,10,0.05,0.5,0.05,0.0,1.0,100,0.740573929000675,135.0304082874471,100.0,44.0,68.0,112.0,284.0,ok,
DCQO,58,1612220,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9855674249993172,50.36343704119461,99.0,40.0,52.0,128.0,428.0,ok,
RANDOM,58,1612220,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024328780000359984,41103.58184772123,nan,32.0,52.0,100.0,184.0,ok,
DAQO,59,1612237,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373782669983484,135.6156052809514,100.0,52.0,68.0,116.0,252.0,ok,
DCQO,59,1612237,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9865118180005084,50.33949412928909,99.0,24.0,48.0,160.0,408.0,ok,
RANDOM,59,1612237,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024334179997822503,41094.46055258419,nan,40.0,68.0,104.0,196.0,ok,
DAQO,60,1612254,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7409406269998726,134.96358055693062,100.0,36.0,60.0,116.0,312.0,ok,
DCQO,60,1612254,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9947487429999455,50.13162702867923,100.0,24.0,52.0,152.0,396.0,ok,
RANDOM,60,1612254,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024851170001056744,40239.55411183768,nan,32.0,56.0,104.0,204.0,ok,
DAQO,61,1612271,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7373285640005633,135.62474706991495,100.0,28.0,64.0,128.0,268.0,ok,
DCQO,61,1612271,16,10,0.05,0.5,0.05,0.1,1.0,100,2.006939921000594,49.82710192447779,99.0,32.0,52.0,144.0,392.0,ok,
RANDOM,61,1612271,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024257650002255104,41224.10867940775,nan,32.0,52.0,100.0,188.0,ok,
DAQO,62,1612288,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7372751110015088,135.63457996589736,100.0,36.0,64.0,108.0,240.0,ok,
DCQO,62,1612288,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9844937699999718,50.390684773982144,100.0,24.0,44.0,144.0,420.0,ok,
RANDOM,62,1612288,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0025235060002160026,39627.40726253093,nan,44.0,60.0,100.0,204.0,ok,
DAQO,63,1612305,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7379931729992677,135.5026085046172,100.0,36.0,64.0,140.0,296.0,ok,
DCQO,63,1612305,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9858840569995664,50.355407027683206,100.0,36.0,52.0,128.0,412.0,ok,
RANDOM,63,1612305,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0025522199994156836,39181.575265021995,nan,40.0,60.0,104.0,192.0,ok,
DAQO,64,1612322,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7361020870011998,135.85072202062238,100.0,40.0,68.0,124.0,248.0,ok,
DCQO,64,1612322,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9961113529989234,50.09740556295205,99.0,24.0,44.0,128.0,432.0,ok,
RANDOM,64,1612322,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002391471000009915,41815.26767399036,nan,40.0,64.0,108.0,192.0,ok,
DAQO,65,1612339,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7399832419996528,135.13819546746834,100.0,40.0,72.0,128.0,244.0,ok,
DCQO,65,1612339,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0033800809997047,49.915640545901354,98.0,24.0,40.0,156.0,432.0,ok,
RANDOM,65,1612339,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002552665000621346,39174.74481597034,nan,28.0,60.0,116.0,200.0,ok,
