method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s,shots_per_s,unique,bestE_sample,q10,q50,q90,status,error
RANDOM,84,1812662,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0028183279991935706,35482.03049063621,nan,49.0,81.0,129.0,249.0,ok,
DAQO,85,1812679,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2918776890001027,77.40670873989531,100.0,49.0,89.0,177.0,393.0,ok,
DCQO,85,1812679,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3170543699998234,30.14722969403885,100.0,41.0,65.0,225.0,545.0,ok,
RANDOM,85,1812679,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0027641159995255293,36177.93175726538,nan,57.0,81.0,137.0,241.0,ok,
DAQO,86,1812696,18,10,0.05,0.5,0.05,0.0,1.0,100,1.292212999000185,77.38662285348647,100.0,65.0,89.0,161.0,385.0,ok,
DCQO,86,1812696,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3100461499998346,30.211059141880845,100.0,41.0,57.0,201.0,585.0,ok,
RANDOM,86,1812696,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002614544000607566,38247.58733330251,nan,41.0,81.0,153.0,297.0,ok,
DAQO,87,1812713,18,10,0.05,0.5,0.05,0.0,1.0,100,1.282815225999002,77.95354932907368,100.0,73.0,105.0,169.0,353.0,ok,
DCQO,87,1812713,18,10,0.05,0.5,0.05,0.1,1.0,100,3.324766208001165,30.07730280683993,100.0,49.0,73.0,257.0,553.0,ok,
RANDOM,87,1812713,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026232359996356536,38120.8553153011,nan,49.0,81.0,137.0,217.0,ok,
DAQO,88,1812730,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2965112419988145,77.13006780090183,100.0,89.0,105.0,177.0,337.0,ok,
DCQO,88,1812730,18,10,0.05,0.5,0.05,0.1,1.0,100,3.327924390998305,30.048759602378517,100.0,41.0,57.0,185.0,441.0,ok,
RANDOM,88,1812730,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026670400002331007,37494.75073162005,nan,57.0,81.0,137.0,241.0,ok,
DAQO,89,1812747,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2947790430007444,77.23325500252363,100.0,49.0,97.0,169.0,369.0,ok,
DCQO,89,1812747,18,10,0.05,0.5,0.05,0.1,1.0,100,3.312047547000475,30.19280326774417,100.0,57.0,73.0,289.0,609.0,ok,
RANDOM,89,1812747,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026511520009080414,37719.451757480965,nan,57.0,81.0,145.0,233.0,ok,
DAQO,90,1812764,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871188450008049,77.69290333087888,100.0,33.0,73.0,169.0,305.0,ok,
DCQO,90,1812764,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326743281000745,30.05942796100521,100.0,49.0,81.0,257.0,569.0,ok,
RANDOM,90,1812764,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002656216000104905,37647.54071056367,nan,49.0,81.0,129.0,233.0,ok,
DAQO,91,1812781,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2907334149986127,77.47533211581687,100.0,73.0,105.0,169.0,337.0,ok,
DCQO,91,1812781,18,10,0.05,0.5,0.05,0.1,1.0,100,3.320637535998685,30.114699034721625,100.0,49.0,81.0,265.0,545.0,ok,
RANDOM,91,1812781,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026525670000410173,37699.33049700674,nan,57.0,81.0,129.0,217.0,ok,
DAQO,92,1812798,18,10,0.05,0.5,0.05,0.0,1.0,100,1.287793793999299,77.65218349860633,100.0,73.0,97.0,193.0,409.0,ok,
DCQO,92,1812798,18,10,0.05,0.5,0.05,0.1,1.0,100,3.325572010999167,30.070014923524397,100.0,49.0,89.0,225.0,537.0,ok,
RANDOM,92,1812798,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026557159999356372,37654.6287338042,nan,57.0,97.0,145.0,241.0,ok,
DAQO,93,1812815,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2876287460003368,77.66213694018745,100.0,57.0,105.0,161.0,297.0,ok,
DCQO,93,1812815,18,10,0.05,0.5,0.05,0.1,1.0,100,3.324616394000259,30.078658151498068,100.0,25.0,57.0,185.0,553.0,ok,
RANDOM,93,1812815,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026575470001262147,37628.685398696885,nan,41.0,81.0,137.0,249.0,ok,
DAQO,94,1812832,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2873662120000517,77.67797466475373,100.0,57.0,89.0,153.0,329.0,ok,
DCQO,94,1812832,18,10,0.05,0.5,0.05,0.1,1.0,100,3.319370732000607,30.126192002581565,99.0,41.0,65.0,225.0,585.0,ok,
RANDOM,94,1812832,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002650023998285178,37735.507325484476,nan,33.0,81.0,129.0,233.0,ok,
DAQO,95,1812849,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2913491080016684,77.43839321246567,100.0,65.0,81.0,161.0,305.0,ok,
DCQO,95,1812849,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3167795589997695,30.14972753575359,100.0,33.0,65.0,201.0,585.0,ok,
RANDOM,95,1812849,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002668563000042923,37473.351762124985,nan,57.0,89.0,137.0,241.0,ok,
DAQO,96,1812866,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2948025340010645,77.23185379548985,100.0,65.0,89.0,161.0,337.0,ok,
DCQO,96,1812866,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3093669850004517,30.217259207952832,100.0,41.0,65.0,249.0,545.0,ok,
RANDOM,96,1812866,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026601019999361597,37592.54344472502,nan,65.0,81.0,137.0,249.0,ok,
DAQO,97,1812883,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2849155029998656,77.8261292408194,100.0,57.0,89.0,145.0,313.0,ok,
DCQO,97,1812883,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3209700409988727,30.111683865092097,100.0,41.0,65.0,177.0,569.0,ok,
RANDOM,97,1812883,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002689603999897372,37180.19455794077,nan,33.0,81.0,145.0,217.0,ok,
DAQO,98,1812900,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2979928470012965,77.04202702736475,100.0,41.0,89.0,169.0,465.0,ok,
DCQO,98,1812900,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3198300749991176,30.122023640028196,100.0,49.0,73.0,257.0,561.0,ok,
RANDOM,98,1812900,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026734050006780308,37405.48101564781,nan,65.0,89.0,145.0,289.0,ok,
DAQO,99,1812917,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2860965749987372,77.75465851007199,100.0,49.0,105.0,177.0,337.0,ok,
DCQO,99,1812917,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3112252289993194,30.200301424443076,100.0,25.0,81.0,177.0,489.0,ok,
RANDOM,99,1812917,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026649779993022094,37523.76193206238,nan,73.0,89.0,137.0,241.0,ok,
DAQO,0,2011234,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2763726220000535,43.929539054172324,100.0,70.0,122.0,214.0,410.0,ok,
DCQO,0,2011234,20,10,0.05,0.5,0.05,0.1,1.0,100,5.554858200999661,18.002259712408833,100.0,58.0,86.0,242.0,690.0,ok,
RANDOM,0,2011234,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029022959988651564,34455.47939944843,nan,66.0,98.0,154.0,266.0,ok,
DAQO,1,2011251,20,10,0.05,0.5,0.05,0.0,1.0,100,2.187070980999124,45.72325309456431,100.0,58.0,118.0,194.0,374.0,ok,
DCQO,1,2011251,20,10,0.05,0.5,0.05,0.1,1.0,100,5.397775321998779,18.52615087412907,100.0,42.0,110.0,338.0,614.0,ok,
RANDOM,1,2011251,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028716670003632316,34822.97912235339,nan,74.0,102.0,170.0,326.0,ok,
DAQO,2,2011268,20,10,0.05,0.5,0.05,0.0,1.0,100,2.198051029999988,45.49484913459928,100.0,82.0,130.0,210.0,450.0,ok,
DCQO,2,2011268,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4142383960006555,18.46981840952315,100.0,70.0,138.0,326.0,650.0,ok,
RANDOM,2,2011268,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028579869995155605,34989.66231020308,nan,74.0,106.0,162.0,270.0,ok,
DAQO,3,2011285,20,10,0.05,0.5,0.05,0.0,1.0,100,2.187237535999884,45.71977133443146,100.0,66.0,126.0,214.0,422.0,ok,
DCQO,3,2011285,20,10,0.05,0.5,0.05,0.1,1.0,100,5.445089217000714,18.365171995305232,100.0,42.0,94.0,282.0,750.0,ok,
RANDOM,3,2011285,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028902209996886086,34599.430289508644,nan,58.0,94.0,170.0,310.0,ok,
DAQO,4,2011302,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195515807999982,45.547383278053275,100.0,94.0,138.0,242.0,422.0,ok,
DCQO,4,2011302,20,10,0.05,0.5,0.05,0.1,1.0,100,5.401413386000058,18.51367278408839,99.0,54.0,122.0,306.0,750.0,ok,
RANDOM,4,2011302,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028507820006780094,35078.094353134235,nan,66.0,106.0,166.0,278.0,ok,
DAQO,5,2011319,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1931949419995362,45.5955820821062,100.0,70.0,122.0,230.0,486.0,ok,
DCQO,5,2011319,20,10,0.05,0.5,0.05,0.1,1.0,100,5.412547615000221,18.47558804339422,100.0,58.0,110.0,326.0,666.0,ok,
RANDOM,5,2011319,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002861138998923707,34951.11563528289,nan,54.0,110.0,186.0,310.0,ok,
DAQO,6,2011336,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1896156469993002,45.67011572877747,100.0,78.0,122.0,246.0,426.0,ok,
DCQO,6,2011336,20,10,0.05,0.5,0.05,0.1,1.0,100,5.421659620000355,18.444536730248192,100.0,58.0,90.0,282.0,650.0,ok,
RANDOM,6,2011336,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0030310259990073973,32992.12874872999,nan,66.0,102.0,162.0,282.0,ok,
DAQO,7,2011353,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1750783379993663,45.97535557821786,100.0,82.0,114.0,210.0,426.0,ok,
DCQO,7,2011353,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399674858999788,18.519633609665817,100.0,58.0,90.0,274.0,626.0,ok,
RANDOM,7,2011353,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028747110009135213,34786.10544441586,nan,74.0,106.0,178.0,278.0,ok,
DAQO,8,2011370,20,10,0.05,0.5,0.05,0.0,1.0,100,2.181788161999066,45.833963966682674,100.0,82.0,138.0,230.0,458.0,ok,
DCQO,8,2011370,20,10,0.05,0.5,0.05,0.1,1.0,100,5.400710260000778,18.516083104962863,100.0,50.0,94.0,298.0,554.0,ok,
RANDOM,8,2011370,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028496329996414715,35092.2381978948,nan,66.0,102.0,170.0,286.0,ok,
DAQO,9,2011387,20,10,0.05,0.5,0.05,0.0,1.0,100,2.173528200999499,46.00814470868835,100.0,74.0,126.0,222.0,398.0,ok,
DCQO,9,2011387,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406995856999856,18.494558280554397,100.0,50.0,98.0,310.0,722.0,ok,
RANDOM,9,2011387,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028753070000675507,34778.89491370857,nan,54.0,98.0,174.0,298.0,ok,
DAQO,10,2011404,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2020362519997434,45.41251303614399,100.0,70.0,126.0,230.0,458.0,ok,
DCQO,10,2011404,20,10,0.05,0.5,0.05,0.1,1.0,100,5.413327425998432,18.4729265626411,100.0,50.0,98.0,258.0,606.0,ok,
RANDOM,10,2011404,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002880482999898959,34716.3999938579,nan,66.0,98.0,166.0,262.0,ok,
DAQO,11,2011421,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1893451160012773,45.6757590519327,100.0,78.0,114.0,210.0,482.0,ok,
DCQO,11,2011421,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40541127600045,18.49997990791028,100.0,46.0,98.0,354.0,706.0,ok,
RANDOM,11,2011421,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028717549994325964,34821.91204324814,nan,66.0,106.0,170.0,258.0,ok,
DAQO,12,2011438,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1866861550006433,45.731299743821985,100.0,90.0,118.0,226.0,430.0,ok,
DCQO,12,2011438,20,10,0.05,0.5,0.05,0.1,1.0,100,5.411137146000328,18.480403896973034,100.0,54.0,122.0,274.0,650.0,ok,
RANDOM,12,2011438,20,10,0.05,0.5,0.05,0.0,1.0,100,0.00284968500091054,35091.59783205782,nan,66.0,102.0,162.0,290.0,ok,
DAQO,13,2011455,20,10,0.05,0.5,0.05,0.0,1.0,100,2.197661566999159,45.50291159550422,100.0,86.0,114.0,226.0,506.0,ok,
DCQO,13,2011455,20,10,0.05,0.5,0.05,0.1,1.0,100,5.408288980001089,18.49013622788697,100.0,62.0,90.0,266.0,550.0,ok,
RANDOM,13,2011455,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002870354999686242,34838.896237897745,nan,62.0,102.0,174.0,302.0,ok,
DAQO,14,2011472,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2294216099999176,44.85468318395088,100.0,90.0,126.0,206.0,446.0,ok,
DCQO,14,2011472,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402279547999569,18.51070443717215,100.0,58.0,130.0,274.0,650.0,ok,
RANDOM,14,2011472,20,10,0.05,0.5,0.05,0.0,1.0,100,0.003014109001014731,33177.30047796346,nan,58.0,98.0,162.0,314.0,ok,
DAQO,15,2011489,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1959834820008837,45.537683147272304,100.0,62.0,102.0,198.0,338.0,ok,
DCQO,15,2011489,20,10,0.05,0.5,0.05,0.1,1.0,100,5.39787685400006,18.52580240430933,100.0,50.0,106.0,286.0,602.0,ok,
RANDOM,15,2011489,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028812689997721463,34706.92948416413,nan,74.0,106.0,162.0,330.0,ok,
DAQO,16,2011506,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1991477020001184,45.472161742046836,100.0,78.0,122.0,202.0,474.0,ok,
DCQO,16,2011506,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40531665600065,18.500303749824933,100.0,34.0,90.0,322.0,698.0,ok,
RANDOM,16,2011506,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029041500001767417,34433.483116889336,nan,62.0,102.0,158.0,290.0,ok,
DAQO,17,2011523,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195177687000978,45.55439889543459,100.0,78.0,122.0,218.0,458.0,ok,
DCQO,17,2011523,20,10,0.05,0.5,0.05,0.1,1.0,100,5.41018192699994,18.48366678779176,100.0,58.0,110.0,302.0,910.0,ok,
RANDOM,17,2011523,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028719990004901774,34818.95362182666,nan,86.0,106.0,166.0,282.0,ok,
DAQO,18,2011540,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1794221960008144,45.88372100802567,100.0,74.0,110.0,218.0,430.0,ok,
DCQO,18,2011540,20,10,0.05,0.5,0.05,0.1,1.0,100,5.404839649998394,18.501936500563847,100.0,58.0,94.0,350.0,662.0,ok,
RANDOM,18,2011540,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002871190999940154,34828.75225022799,nan,54.0,102.0,174.0,286.0,ok,
DAQO,19,2011557,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1788136989998748,45.8965353696382,100.0,58.0,122.0,214.0,402.0,ok,
DCQO,19,2011557,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406034859999636,18.497845942489306,100.0,50.0,94.0,354.0,738.0,ok,
RANDOM,19,2011557,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028812500004278263,34707.15834625644,nan,74.0,94.0,162.0,314.0,ok,
DAQO,20,2011574,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1857027309997648,45.75187585287908,100.0,90.0,110.0,202.0,382.0,ok,
DCQO,20,2011574,20,10,0.05,0.5,0.05,0.1,1.0,100,5.386395130999517,18.565292290661134,100.0,42.0,114.0,326.0,774.0,ok,
RANDOM,20,2011574,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028731429993058555,34805.089765514545,nan,78.0,122.0,178.0,342.0,ok,
DAQO,21,2011591,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1998130500014668,45.45840838608232,100.0,82.0,118.0,206.0,466.0,ok,
DCQO,21,2011591,20,10,0.05,0.5,0.05,0.1,1.0,100,5.403586394999365,18.50622765882727,100.0,50.0,94.0,294.0,718.0,ok,
RANDOM,21,2011591,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028787389983335743,34737.431930399856,nan,58.0,94.0,170.0,282.0,ok,
DAQO,22,2011608,20,10,0.05,0.5,0.05,0.0,1.0,100,2.18281602100069,45.81238136329786,100.0,58.0,110.0,190.0,458.0,ok,
