method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s,shots_per_s,unique,bestE_sample,q10,q50,q90,status,error
RANDOM,11,2211421,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034015109995380044,881960.9874574747,nan,63.0,135.0,207.0,359.0,ok,
DAQO,12,2211438,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.341909057000521,290.0818391909254,2998.0,71.0,159.0,271.0,551.0,ok,
DCQO,12,2211438,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,12,2211438,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003453880999586545,868588.1188029125,nan,55.0,127.0,207.0,351.0,ok,
DAQO,13,2211455,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.334835691999615,290.2803769122672,3000.0,55.0,159.0,279.0,543.0,ok,
DCQO,13,2211455,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,13,2211455,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003583777001040289,837105.6567217123,nan,63.0,127.0,207.0,359.0,ok,
DAQO,14,2211472,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.359509956999318,289.588987553709,2998.0,63.0,159.0,279.0,535.0,ok,
DCQO,14,2211472,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,14,2211472,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035832399989885744,837231.109511726,nan,63.0,127.0,207.0,359.0,ok,
DAQO,15,2211489,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.363632591001078,289.47378958657333,2997.0,71.0,159.0,271.0,559.0,ok,
DCQO,15,2211489,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,15,2211489,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003477461001239135,862698.3879707063,nan,63.0,127.0,207.0,367.0,ok,
DAQO,16,2211506,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.365524265998829,289.4209615466004,2998.0,63.0,159.0,271.0,551.0,ok,
DCQO,16,2211506,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,16,2211506,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.00340081699869188,882140.9682302653,nan,63.0,127.0,199.0,359.0,ok,
DAQO,17,2211523,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.340282262999608,290.1274765713921,2998.0,55.0,151.0,271.0,543.0,ok,
DCQO,17,2211523,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,17,2211523,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034765119999065064,862933.8831796579,nan,55.0,127.0,207.0,351.0,ok,
DAQO,18,2211540,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.355087361000187,289.712669281646,2998.0,71.0,159.0,279.0,551.0,ok,
DCQO,18,2211540,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,18,2211540,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003496141000141506,858088.961480265,nan,55.0,127.0,207.0,359.0,ok,
DAQO,19,2211557,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.346880969998892,289.94244823136506,3000.0,63.0,151.0,271.0,559.0,ok,
DCQO,19,2211557,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,19,2211557,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003483215999949607,861273.0304532943,nan,55.0,127.0,207.0,367.0,ok,
DAQO,20,2211574,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.393830090000847,288.6327729068886,2999.0,63.0,159.0,271.0,551.0,ok,
DCQO,20,2211574,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,20,2211574,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034487200009607477,869887.9581886199,nan,47.0,127.0,207.0,359.0,ok,
DAQO,21,2211591,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.346523889998934,289.95245474664523,2999.0,55.0,151.0,271.0,543.0,ok,
DCQO,21,2211591,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,21,2211591,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003462673999820254,866382.4547606066,nan,55.0,127.0,207.0,359.0,ok,
DAQO,22,2211608,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.352234897000017,289.79249696791294,2997.0,63.0,159.0,271.0,551.0,ok,
DCQO,22,2211608,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,22,2211608,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035122249992127763,854159.4005715507,nan,55.0,127.0,207.0,351.0,ok,
DAQO,23,2211625,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.387054152000928,288.82106091861374,2999.0,71.0,159.0,279.0,567.0,ok,
DCQO,23,2211625,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,23,2211625,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035105299994029338,854571.8169365412,nan,55.0,127.0,207.0,359.0,ok,
DAQO,24,2211642,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.389891834998707,288.74217822888176,2999.0,63.0,151.0,271.0,535.0,ok,
DCQO,24,2211642,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,24,2211642,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.00345452300098259,868426.6971581004,nan,63.0,127.0,207.0,351.0,ok,
DAQO,25,2211659,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.382572103000712,288.94574198362244,3000.0,71.0,151.0,263.0,543.0,ok,
DCQO,25,2211659,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,25,2211659,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034915390006062808,859219.959874162,nan,63.0,127.0,199.0,351.0,ok,
DAQO,26,2211676,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.371665279000808,289.249596790788,2998.0,55.0,151.0,271.0,551.0,ok,
DCQO,26,2211676,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,26,2211676,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003426601999308332,875502.9036361846,nan,63.0,127.0,207.0,359.0,ok,
DAQO,27,2211693,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.33885078899948,290.16764640727723,2999.0,55.0,151.0,271.0,559.0,ok,
DCQO,27,2211693,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,27,2211693,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037076360003993614,809140.9188164265,nan,47.0,127.0,207.0,351.0,ok,
DAQO,28,2211710,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.341439330999492,290.0950152081057,3000.0,71.0,151.0,271.0,551.0,ok,
DCQO,28,2211710,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,28,2211710,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.00346889399952488,864828.9628944838,nan,47.0,127.0,207.0,359.0,ok,
DAQO,29,2211727,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.382810343000529,288.9391119450064,2998.0,63.0,159.0,279.0,551.0,ok,
DCQO,29,2211727,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,29,2211727,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0033845540001493646,886379.7120292973,nan,63.0,127.0,207.0,367.0,ok,
DAQO,30,2211744,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.350134739999703,289.8512990759467,2998.0,71.0,159.0,271.0,559.0,ok,
DCQO,30,2211744,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,30,2211744,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003502834999380866,856449.1334962271,nan,47.0,127.0,207.0,359.0,ok,
DAQO,31,2211761,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.33963711800061,290.1455791690409,2998.0,55.0,159.0,271.0,543.0,ok,
DCQO,31,2211761,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,31,2211761,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034798770011548186,862099.4359870856,nan,47.0,127.0,207.0,359.0,ok,
DAQO,32,2211778,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.365193028999784,289.43021047524985,2999.0,71.0,151.0,271.0,543.0,ok,
DCQO,32,2211778,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,32,2211778,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034152159987570485,878421.7458256917,nan,55.0,127.0,207.0,359.0,ok,
DAQO,33,2211795,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.380178711999179,289.01236512740275,2999.0,63.0,159.0,279.0,559.0,ok,
DCQO,33,2211795,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,33,2211795,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035019489987462293,856665.8169705105,nan,55.0,127.0,215.0,367.0,ok,
DAQO,34,2211812,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.386493747000713,288.836644307065,2996.0,63.0,151.0,279.0,551.0,ok,
DCQO,34,2211812,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,34,2211812,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034741790004773065,863513.3651973141,nan,55.0,127.0,207.0,359.0,ok,
DAQO,35,2211829,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.383338114999788,288.9244255338459,2998.0,55.0,159.0,279.0,567.0,ok,
DCQO,35,2211829,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,35,2211829,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003493000000162283,858860.5782595539,nan,63.0,127.0,207.0,359.0,ok,
DAQO,36,2211846,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.361723265001274,289.52713011870145,2997.0,39.0,151.0,271.0,559.0,ok,
DCQO,36,2211846,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,36,2211846,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003493882999464404,858643.5208219297,nan,71.0,127.0,207.0,359.0,ok,
DAQO,37,2211863,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.374793389999468,289.1623849484827,2998.0,87.0,159.0,271.0,559.0,ok,
DCQO,37,2211863,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,37,2211863,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035186380009690765,852602.6261223129,nan,55.0,127.0,207.0,351.0,ok,
DAQO,38,2211880,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.357297299000493,289.65085324812566,2999.0,47.0,151.0,271.0,535.0,ok,
DCQO,38,2211880,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,38,2211880,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034935170006065164,858733.4767454013,nan,63.0,127.0,207.0,351.0,ok,
DAQO,39,2211897,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.381448763000662,288.97700778449706,2999.0,63.0,159.0,279.0,559.0,ok,
DCQO,39,2211897,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,39,2211897,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003664310999738518,818707.8007882184,nan,63.0,127.0,207.0,351.0,ok,
DAQO,40,2211914,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.373899784999594,289.1872933202928,2999.0,63.0,159.0,271.0,559.0,ok,
DCQO,40,2211914,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,40,2211914,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003732217999640852,803811.5673545026,nan,47.0,127.0,207.0,351.0,ok,
DAQO,41,2211931,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.340193906999048,290.1299556838452,2999.0,79.0,159.0,271.0,567.0,ok,
DCQO,41,2211931,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,41,2211931,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003470410001682467,864451.1739378314,nan,55.0,127.0,207.0,351.0,ok,
DAQO,42,2211948,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.32363677399917,290.595268477066,2995.0,63.0,151.0,271.0,551.0,ok,
DCQO,42,2211948,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,42,2211948,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034641649999684887,866009.5578666978,nan,63.0,127.0,199.0,359.0,ok,
DAQO,43,2211965,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.348693418998664,289.8916683039857,3000.0,63.0,159.0,271.0,559.0,ok,
DCQO,43,2211965,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,43,2211965,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003491030000077444,859345.2362006195,nan,63.0,127.0,207.0,359.0,ok,
DAQO,44,2211982,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.331020835001254,290.3875665254755,2999.0,79.0,151.0,271.0,527.0,ok,
DCQO,44,2211982,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,44,2211982,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003360584001711686,892701.9822959267,nan,71.0,127.0,207.0,359.0,ok,
DAQO,45,2211999,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.339569203999417,290.14748494933224,2997.0,79.0,151.0,271.0,543.0,ok,
DCQO,45,2211999,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,45,2211999,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035070009998889873,855431.7492623937,nan,47.0,127.0,207.0,351.0,ok,
DAQO,46,2212016,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.389881946000969,288.74245305113305,2996.0,79.0,159.0,271.0,543.0,ok,
DCQO,46,2212016,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,46,2212016,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0035220879999542376,851767.4743047246,nan,55.0,127.0,207.0,359.0,ok,
DAQO,47,2212033,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.321982608000326,290.641838291296,2999.0,71.0,159.0,271.0,543.0,ok,
DCQO,47,2212033,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,47,2212033,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034507840009609936,869367.6564990864,nan,55.0,127.0,207.0,359.0,ok,
DAQO,48,2212050,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.363602716000969,289.474624048269,2997.0,63.0,151.0,271.0,551.0,ok,
DCQO,48,2212050,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,48,2212050,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.0034878930000559194,860118.1286099954,nan,63.0,127.0,207.0,359.0,ok,
DAQO,49,2212067,22,10,0.05,0.5,0.05,0.0,1.0,3000,10.328869892000512,290.448038494844,2998.0,47.0,151.0,271.0,543.0,ok,
DCQO,49,2212067,22,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,49,2212067,22,10,0.05,0.5,0.05,0.0,1.0,3000,0.003428539001106401,875008.2758375768,nan,55.0,127.0,207.0,351.0,ok,
DAQO,0,2411234,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.136958353999944,185.90864115704778,3000.0,76.0,196.0,332.0,660.0,ok,
DCQO,0,2411234,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,0,2411234,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.003739519999726326,802241.9990318416,nan,80.0,156.0,244.0,416.0,ok,
DAQO,1,2411251,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.130904331001148,185.9784137603777,3000.0,80.0,192.0,332.0,648.0,ok,
DCQO,1,2411251,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,1,2411251,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.003683795999677386,814377.3434421258,nan,68.0,160.0,248.0,416.0,ok,
DAQO,2,2411268,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.10529619100089,186.2741277416743,3000.0,84.0,192.0,336.0,656.0,ok,
DCQO,2,2411268,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,2,2411268,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037682519996451447,796125.0999886709,nan,80.0,156.0,248.0,420.0,ok,
DAQO,3,2411285,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.06259754200073,186.76929383031313,3000.0,68.0,192.0,332.0,640.0,ok,
DCQO,3,2411285,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,3,2411285,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.003782611000133329,793102.965093227,nan,80.0,156.0,248.0,420.0,ok,
DAQO,4,2411302,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.036295679999967,187.07562269143733,3000.0,84.0,196.0,340.0,664.0,ok,
DCQO,4,2411302,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,4,2411302,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0036795119995076675,815325.5106659284,nan,64.0,156.0,248.0,416.0,ok,
DAQO,5,2411319,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.088099963000786,186.4732321964286,3000.0,96.0,196.0,340.0,692.0,ok,
DCQO,5,2411319,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,5,2411319,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.003755560999707086,798815.4100636321,nan,72.0,156.0,248.0,424.0,ok,
DAQO,6,2411336,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.09210701700067,186.42679897856877,3000.0,88.0,192.0,336.0,628.0,ok,
DCQO,6,2411336,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,6,2411336,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.00369576399862126,811740.143883424,nan,88.0,156.0,248.0,420.0,ok,
DAQO,7,2411353,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.06408420400112,186.7520091343136,3000.0,80.0,196.0,336.0,664.0,ok,
DCQO,7,2411353,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,7,2411353,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037238910008454695,805608.9717230934,nan,72.0,156.0,248.0,428.0,ok,
DAQO,8,2411370,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.030546238998795,187.14271836237617,3000.0,84.0,196.0,336.0,644.0,ok,
DCQO,8,2411370,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,8,2411370,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.003856800998619292,777846.7183227704,nan,60.0,156.0,248.0,428.0,ok,
DAQO,9,2411387,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.017097137000746,187.29985679301186,3000.0,92.0,196.0,340.0,676.0,ok,
DCQO,9,2411387,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,9,2411387,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037914179993094876,791260.6841414941,nan,80.0,156.0,248.0,416.0,ok,
DAQO,10,2411404,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.037592644999677,187.06049382887667,3000.0,88.0,200.0,340.0,668.0,ok,
DCQO,10,2411404,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,10,2411404,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.003659518999484135,819779.8673604088,nan,72.0,156.0,252.0,424.0,ok,
DAQO,11,2411421,24,10,0.05,0.5,0.05,0.0,1.0,3000,15.97548737500074,187.7876980889205,2999.0,84.0,192.0,332.0,664.0,ok,
DCQO,11,2411421,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,11,2411421,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037070560010761255,809267.5155511885,nan,68.0,156.0,252.0,428.0,ok,
DAQO,12,2411438,24,10,0.05,0.5,0.05,0.0,1.0,3000,15.999394602000393,187.5070947762556,3000.0,96.0,196.0,344.0,644.0,ok,
DCQO,12,2411438,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,12,2411438,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037480209994100733,800422.4097122697,nan,68.0,156.0,248.0,424.0,ok,
DAQO,13,2411455,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.04779473400049,186.94157357608114,3000.0,88.0,196.0,340.0,648.0,ok,
DCQO,13,2411455,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,13,2411455,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037770789986097952,794264.5629345296,nan,72.0,156.0,248.0,428.0,ok,
DAQO,14,2411472,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.000928175999434,187.48912356845932,2999.0,88.0,196.0,332.0,660.0,ok,
DCQO,14,2411472,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,14,2411472,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037146280010347255,807617.8823732382,nan,84.0,156.0,252.0,424.0,ok,
DAQO,15,2411489,24,10,0.05,0.5,0.05,0.0,1.0,3000,15.993251179999788,187.57912110775965,2999.0,68.0,192.0,332.0,664.0,ok,
DCQO,15,2411489,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,15,2411489,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0037986009992891923,789764.4423726974,nan,64.0,156.0,252.0,424.0,ok,
DAQO,16,2411506,24,10,0.05,0.5,0.05,0.0,1.0,3000,16.027858340999956,187.1741025016343,3000.0,104.0,196.0,336.0,652.0,ok,
DCQO,16,2411506,24,10,0.05,0.5,0.05,0.1,1.0,1000,,,,,,,,skipped,DCQO_MAX_N
RANDOM,16,2411506,24,10,0.05,0.5,0.05,0.0,1.0,3000,0.0036737819991685683,816597.1744319464,nan,76.0,156.0,248.0,416.0,ok,
